Date,Open,High,Low,Close,AdjClose,Volume
1/1/1983,0.533482,0.75,0.486607,0.729911,0.578337,1144757600
2/1/1983,0.729911,0.868304,0.71875,0.814732,0.645545,788323200
3/1/1983,0.814732,0.84375,0.716518,0.754464,0.597792,662082400
4/1/1983,0.754464,0.941964,0.689732,0.901786,0.714521,834708000
5/1/1983,0.901786,1.089286,0.850446,1.03125,0.817101,521102400
6/1/1983,1.03125,1.129464,0.816964,0.872768,0.691529,701870400
7/1/1983,0.872768,0.888393,0.604911,0.622768,0.493444,774457600
8/1/1983,0.622768,0.665179,0.535714,0.665179,0.527048,765385600
9/1/1983,0.665179,0.709821,0.395089,0.412946,0.327194,1985401600
10/1/1983,0.412946,0.428571,0.319196,0.404018,0.320119,1255469600
11/1/1983,0.404018,0.430804,0.308036,0.363839,0.288284,1030540000
12/1/1983,0.363839,0.450893,0.352679,0.435268,0.34488,664154400
1/1/1984,0.435268,0.526786,0.412946,0.441964,0.350186,1089704000
2/1/1984,0.441964,0.493304,0.399554,0.46875,0.371409,777840000
3/1/1984,0.46875,0.5,0.4375,0.441964,0.350186,491472800
4/1/1984,0.441964,0.560268,0.410714,0.560268,0.443922,804176800
5/1/1984,0.566964,0.613839,0.5,0.524554,0.415625,1328919200
6/1/1984,0.524554,0.549107,0.433036,0.473214,0.374946,793783200
7/1/1984,0.473214,0.493304,0.433036,0.455357,0.360798,708724800
8/1/1984,0.455357,0.551339,0.428571,0.473214,0.374946,1277948000
9/1/1984,0.473214,0.517857,0.439732,0.448661,0.355492,625156000
10/1/1984,0.446429,0.488839,0.401786,0.444196,0.351954,890764000
11/1/1984,0.446429,0.473214,0.390625,0.441964,0.350186,842514400
12/1/1984,0.441964,0.522321,0.435268,0.520089,0.412087,863755200
1/1/1985,0.520089,0.555804,0.497768,0.517857,0.410319,1591604000
2/1/1985,0.517857,0.549107,0.441964,0.441964,0.350186,1183347200
3/1/1985,0.441964,0.464286,0.370536,0.395089,0.313045,1153896800
4/1/1985,0.395089,0.410714,0.350446,0.379464,0.300665,717007200
5/1/1985,0.379464,0.397321,0.301339,0.310268,0.245838,1159782400
6/1/1985,0.303571,0.330357,0.263393,0.321429,0.254681,1452847200
7/1/1985,0.323661,0.325893,0.283482,0.283482,0.224614,650148800
8/1/1985,0.283482,0.287946,0.258929,0.267857,0.212234,454686400
9/1/1985,0.267857,2,0.263393,0.28125,0.222846,449549600
10/1/1985,0.28125,0.34375,0.267857,0.332589,0.263524,946478400
11/1/1985,0.332589,0.370536,0.332589,0.359375,0.284747,721168000
12/1/1985,0.359375,0.408482,0.34375,0.392857,0.311276,892802400
1/1/1986,0.392857,0.441964,0.388393,0.412946,0.327194,1572950400
2/1/1986,0.412946,0.477679,0.408482,0.446429,0.353723,855215200
