"","x"
"beta00",-2.87697155018224
"beta01",0.142007595089563
"beta10",-1.73325486642766
"beta11",1.32475122635634
"pmix",0.420800916466256
"shape01",20.5100963904167
"scale01",0.000696404148546975
"shape02",2.97240499083983
"scale02",0.00905192883279133
"shape1",1.06581639396587
"scale1",0.356312804238095
