date,open,high,low,close
2015-10-19,491.38,493.5,484.38,485.38
2015-10-16,502.63,505.88,489.88,492.38
2015-10-15,507.25,512.75,502.13,502.13
2015-10-14,518.38,519.75,507.63,508.38
2015-10-13,507.0,521.75,505.13,518.88
2015-10-12,507.38,510.63,503.38,506.88
2015-10-09,511.0,519.5,504.63,508.13
2015-10-08,516.0,522.0,509.38,511.13
2015-10-07,525.38,531.5,515.13,516.63
2015-10-06,514.63,526.63,513.13,525.88
2015-10-05,512.38,518.0,508.88,515.88
2015-10-02,516.75,523.0,512.63,512.63
2015-10-01,512.38,523.75,511.88,518.0
2015-09-30,503.38,515.5,498.38,512.25
2015-09-29,505.88,509.75,500.63,503.88
2015-09-28,508.5,515.5,500.38,506.13
2015-09-25,497.88,510.5,496.38,508.13
2015-09-24,506.0,509.0,496.88,497.13
2015-09-23,494.25,508.5,493.88,507.63
2015-09-22,496.38,496.5,488.38,495.38
2015-09-21,486.25,499.25,480.63,496.63
2015-09-18,481.63,489.0,480.13,486.63
2015-09-17,488.25,489.75,480.88,480.88
2015-09-16,494.13,495.0,483.13,488.88
2015-09-15,500.63,503.25,492.38,494.88
2015-09-14,486.38,501.63,485.88,501.38
2015-09-11,477.88,485.5,468.63,485.13
2015-09-10,472.25,479.5,471.5,478.13
2015-09-09,473.0,481.0,471.13,472.63
2015-09-08,469.13,476.63,469.13,475.13
2015-09-04,465.88,469.63,463.13,467.13
2015-09-03,479.25,479.38,464.88,464.88
2015-09-02,486.13,490.0,476.63,479.13
2015-09-01,484.13,491.5,482.13,485.63
2015-08-31,484.13,485.88,476.63,485.38
2015-08-28,484.88,487.75,476.13,477.63
2015-08-27,490.75,495.38,481.63,484.75
2015-08-26,498.38,499.88,488.38,491.0
2015-08-25,504.13,511.25,492.63,496.5
2015-08-24,498.13,504.38,487.5,504.25
2015-08-21,504.5,507.13,495.75,499.38
2015-08-20,495.75,507.63,495.5,504.13
2015-08-19,494.88,498.38,491.13,496.25
2015-08-18,500.0,503.38,493.38,495.5
2015-08-17,503.63,508.75,498.5,500.63
2015-08-14,503.13,512.0,497.88,505.88
2015-08-13,492.75,504.63,492.13,503.38
2015-08-12,507.38,514.63,484.13,493.75
2015-08-11,522.88,524.38,504.13,507.13
2015-08-10,511.88,529.88,509.38,523.63
2015-08-07,508.13,513.88,503.88,510.63
2015-08-06,502.13,514.13,498.38,507.13
2015-08-05,494.38,504.63,492.13,502.63
2015-08-04,499.75,506.88,491.38,493.75
2015-08-03,497.13,500.88,490.63,500.88
2015-07-31,497.13,503.38,495.88,498.13
2015-07-30,496.38,504.38,493.88,497.38
2015-07-29,511.75,512.38,495.88,496.0
2015-07-28,502.88,512.38,501.88,512.13
2015-07-27,510.63,511.63,501.38,502.13
2015-07-24,520.5,523.38,509.63,512.38
2015-07-23,516.63,526.63,516.63,522.5
2015-07-22,524.25,528.13,515.38,516.38
2015-07-21,533.5,537.63,523.88,523.88
2015-07-20,551.0,551.0,530.63,534.75
2015-07-17,560.75,561.25,546.25,554.25
2015-07-16,566.88,573.75,561.88,562.63
2015-07-15,568.88,569.38,558.88,567.13
2015-07-14,575.0,582.38,569.5,570.88
2015-07-13,574.25,576.63,567.0,575.5
2015-07-10,576.63,587.38,570.0,575.13
2015-07-09,576.38,586.13,575.38,577.38
2015-07-08,583.75,587.63,573.13,578.25
2015-07-07,592.88,593.13,578.38,584.38
2015-07-06,585.5,599.63,572.38,594.88
2015-07-03,588.25,588.25,588.25,588.25
2015-07-02,587.5,600.63,574.13,588.25
2015-07-01,614.25,615.0,576.13,587.25
2015-06-30,583.0,617.13,576.38,616.63
2015-06-29,565.5,591.38,564.13,584.13
2015-06-26,532.0,566.13,530.38,560.75
2015-06-25,517.75,532.63,513.13,532.38
2015-06-24,521.75,529.88,514.13,518.13
2015-06-23,501.88,522.63,501.88,522.63
2015-06-22,487.88,504.13,487.38,501.75
2015-06-19,487.75,492.25,483.63,488.88
2015-06-18,491.38,497.88,487.38,487.88
2015-06-17,490.13,499.63,489.63,491.63
2015-06-16,489.13,494.88,487.13,488.63
2015-06-15,503.25,503.25,486.13,488.88
2015-06-12,504.0,510.63,500.75,504.25
2015-06-11,513.88,515.25,502.75,505.13
2015-06-10,532.5,537.38,512.63,512.63
2015-06-09,527.25,537.13,524.13,532.75
2015-06-08,516.38,532.63,516.38,527.63
2015-06-05,523.5,533.88,516.25,517.0
2015-06-04,510.0,524.13,504.13,523.13
2015-06-03,513.38,525.88,508.38,509.13
2015-06-02,495.13,513.13,493.13,512.63
2015-06-01,478.0,495.38,474.13,494.75
2015-05-29,487.13,489.13,474.63,477.88
2015-05-28,488.5,494.63,483.13,487.38
2015-05-27,495.88,496.13,482.38,488.25
2015-05-26,515.75,519.38,492.13,492.63
2015-05-22,521.38,528.88,511.13,515.0
2015-05-21,514.13,527.88,511.13,520.5
2015-05-20,510.75,515.63,503.13,512.5
2015-05-19,520.13,524.63,503.88,510.63
2015-05-18,510.88,529.88,507.88,521.88
2015-05-15,515.0,519.63,506.13,510.75
2015-05-14,481.13,515.0,481.13,514.63
2015-05-13,480.88,486.13,471.13,481.63
2015-05-12,481.0,489.88,478.38,481.38
2015-05-11,482.88,484.13,476.38,481.63
2015-05-08,472.25,482.38,471.88,482.38
2015-05-07,480.38,483.88,471.38,472.63
2015-05-06,468.38,482.13,467.5,479.25
2015-05-05,470.88,472.63,461.13,466.75
2015-05-04,471.75,474.38,466.5,472.75
2015-05-01,476.13,479.13,468.63,473.88
2015-04-30,483.75,488.63,471.88,475.38
2015-04-29,476.5,483.88,474.13,483.88
2015-04-28,475.13,478.38,464.13,476.38
2015-04-27,488.38,490.38,472.63,473.88
2015-04-24,498.0,498.88,485.25,486.38
2015-04-23,499.75,503.38,497.63,498.13
2015-04-22,500.38,504.63,496.38,499.13
2015-04-21,498.38,506.38,494.38,500.5
2015-04-20,493.88,499.13,492.13,498.63
2015-04-17,494.0,499.75,490.88,493.13
2015-04-16,490.38,495.38,489.13,494.63
2015-04-15,497.63,503.88,490.13,490.63
2015-04-14,503.88,506.13,496.38,497.5
2015-04-13,518.13,519.88,501.63,502.38
2015-04-10,517.88,527.38,515.63,526.75
2015-04-09,525.25,526.63,513.88,518.88
2015-04-08,528.38,530.75,518.38,525.5
2015-04-07,525.88,533.88,517.88,526.88
2015-04-06,537.63,543.63,525.13,528.38
2015-04-02,527.75,544.13,522.63,533.88
2015-04-01,513.38,528.88,506.13,528.88
2015-03-31,531.38,531.5,509.13,512.88
2015-03-30,512.13,530.63,508.63,530.38
2015-03-27,499.13,508.88,499.13,507.75
2015-03-26,519.38,525.13,498.5,498.63
2015-03-25,523.13,527.88,516.13,518.88
2015-03-24,530.25,531.63,522.63,523.38
2015-03-23,533.75,540.38,531.88,534.63
2015-03-20,510.13,530.38,510.13,530.13
2015-03-19,516.0,519.88,505.38,511.38
2015-03-18,502.25,512.38,500.88,511.13
2015-03-17,516.0,517.88,503.13,503.63
2015-03-16,503.13,515.38,494.5,515.13
2015-03-13,507.63,513.38,498.88,501.25
2015-03-12,498.25,512.63,498.13,507.25
2015-03-11,494.13,502.13,493.88,498.63
2015-03-10,489.75,496.63,483.38,493.88
2015-03-09,484.25,494.88,484.13,490.13
2015-03-06,480.88,485.38,479.38,482.25
2015-03-05,496.13,496.38,480.38,480.63
2015-03-04,505.75,505.88,494.13,495.88
2015-03-03,501.5,506.88,493.13,504.38
2015-03-02,513.75,518.63,499.63,499.88
2015-02-27,500.5,517.63,498.13,512.0
2015-02-26,496.75,500.88,490.13,500.0
2015-02-25,503.0,505.63,495.13,497.13
2015-02-24,504.63,510.63,502.13,503.38
2015-02-23,507.38,510.38,502.38,503.63
2015-02-20,527.38,531.38,509.63,509.88
2015-02-19,528.38,537.13,523.63,527.63
2015-02-18,538.0,543.38,523.63,528.13
2015-02-17,534.75,546.63,531.88,535.0
2015-02-13,520.88,534.13,519.75,533.25
2015-02-12,523.63,527.5,518.38,520.38
2015-02-11,521.0,527.88,516.13,525.13
2015-02-10,527.88,530.75,518.75,520.88
2015-02-09,527.25,532.13,521.63,529.13
2015-02-06,526.13,533.88,516.63,527.38
2015-02-05,510.88,527.38,508.88,526.38
2015-02-04,514.38,521.63,507.63,512.13
2015-02-03,494.38,515.63,493.38,512.88
2015-02-02,502.25,505.38,492.38,492.88
2015-01-30,507.63,511.63,497.38,503.25
2015-01-29,505.63,512.13,501.0,507.75
2015-01-28,519.25,520.38,503.13,505.38
2015-01-27,520.13,524.0,517.63,518.88
2015-01-26,529.25,534.63,519.38,519.75
2015-01-23,532.88,535.88,526.88,529.25
2015-01-22,536.25,542.38,532.63,533.75
2015-01-21,537.38,544.38,535.63,535.88
2015-01-20,532.25,539.63,523.13,535.38
2015-01-16,536.25,541.88,531.38,531.38
2015-01-15,540.13,544.88,528.13,533.88
2015-01-14,548.5,549.63,536.13,538.13
2015-01-13,556.13,566.63,547.38,547.75
2015-01-12,564.0,566.38,554.88,555.25
2015-01-09,568.0,573.88,562.13,562.38
2015-01-08,580.5,580.5,566.0,567.38
2015-01-07,594.38,594.38,578.88,579.13
2015-01-06,587.75,603.5,586.38,592.13
2015-01-05,579.88,597.38,579.38,588.63
2015-01-02,589.38,589.38,574.88,581.13
2014-12-31,601.38,604.63,586.5,589.88
2014-12-30,614.75,615.38,601.13,603.25
2014-12-29,612.5,620.63,608.13,614.38
2014-12-28,609.25,609.25,609.25,609.25
2014-12-26,614.75,616.5,607.38,609.25
2014-12-24,636.0,639.63,606.88,610.38
2014-12-23,623.5,636.88,621.13,636.38
2014-12-22,629.75,644.5,621.13,624.88
2014-12-21,632.88,632.88,632.88,632.88
2014-12-19,653.63,654.25,629.5,632.88
2014-12-18,646.63,676.88,645.88,653.38
2014-12-17,623.75,649.88,617.13,648.88
2014-12-16,616.38,638.88,615.25,621.13
2014-12-15,606.25,622.63,599.88,618.0
2014-12-14,605.75,605.75,605.75,605.75
2014-12-12,596.63,613.13,593.63,605.75
2014-12-11,581.63,599.88,573.38,596.13
2014-12-10,585.0,585.0,575.38,582.13
2014-12-09,595.5,596.13,584.13,586.0
2014-12-08,593.13,605.63,588.13,596.38
2014-12-07,593.38,593.38,593.38,593.38
2014-12-05,589.13,595.38,582.13,593.38
2014-12-04,589.88,591.63,577.63,588.88
2014-12-03,603.88,606.38,585.38,589.63
2014-12-02,605.38,611.5,596.88,603.38
2014-12-01,576.88,607.63,570.38,607.13
2014-11-30,578.38,578.38,578.38,578.38
2014-11-28,559.25,580.63,558.38,578.38
2014-11-27,562.25,562.25,562.25,562.25
2014-11-26,558.0,565.38,555.63,562.25
2014-11-25,549.38,558.88,546.13,558.63
2014-11-24,553.38,556.88,548.63,549.13
2014-11-21,547.13,552.88,540.88,546.63
2014-11-20,537.0,547.88,532.13,547.13
2014-11-19,549.13,549.25,535.13,538.25
2014-11-18,552.13,553.0,544.38,549.38
2014-11-17,559.38,563.13,551.13,552.25
2014-11-14,552.88,564.63,549.13,560.63
2014-11-13,541.75,558.88,537.13,553.63
2014-11-12,524.5,545.63,522.88,541.63
2014-11-11,517.5,526.38,511.88,524.0
2014-11-10,514.13,523.75,511.38,519.13
2014-11-07,517.75,518.63,511.38,514.5
2014-11-06,524.88,527.88,520.13,520.38
2014-11-05,531.38,532.38,518.88,524.75
2014-11-04,537.88,538.63,529.13,532.13
2014-11-03,535.63,539.13,526.88,539.13
2014-10-31,535.13,538.88,523.13,531.25
2014-10-30,538.5,545.25,532.88,535.88
2014-10-29,530.88,540.38,527.75,538.63
2014-10-28,524.0,532.88,523.5,531.5
2014-10-27,515.88,526.38,510.63,523.5
2014-10-24,525.5,539.13,517.38,518.5
2014-10-23,520.88,530.38,519.25,526.5
2014-10-22,520.5,528.38,516.13,522.63
2014-10-21,513.88,523.63,512.5,519.75
2014-10-20,515.38,515.63,507.38,513.63
2014-10-17,517.88,522.13,512.88,515.88
2014-10-16,506.25,518.13,502.88,518.0
2014-10-15,509.88,516.0,501.63,507.75
2014-10-14,505.0,509.5,498.38,509.38
2014-10-13,498.38,506.13,495.63,505.13
2014-10-10,493.5,508.38,488.63,498.75
2014-10-09,508.13,508.13,492.13,493.38
2014-10-08,507.13,511.63,502.13,507.88
2014-10-07,490.88,509.38,489.38,506.88
2014-10-06,485.63,494.63,485.0,491.38
2014-10-03,483.38,488.88,478.13,486.13
2014-10-02,478.0,489.63,477.5,483.75
2014-10-01,477.63,483.63,469.63,478.63
2014-09-30,480.63,481.75,468.13,478.63
2014-09-29,470.88,482.38,470.75,480.88
2014-09-26,473.5,476.13,469.0,474.88
2014-09-25,480.13,483.5,466.38,474.25
2014-09-24,474.25,484.63,473.63,480.38
2014-09-23,476.75,479.38,471.13,475.75
2014-09-22,476.5,480.63,469.38,476.63
2014-09-19,487.88,488.13,473.88,474.0
2014-09-18,496.13,498.63,487.88,488.13
2014-09-17,495.88,501.13,494.13,499.38
2014-09-16,499.13,508.25,492.38,496.88
2014-09-15,501.25,503.88,496.13,500.38
2014-09-12,507.88,509.38,500.13,502.5
2014-09-11,518.13,519.0,502.88,509.13
2014-09-10,528.63,529.13,519.25,519.63
2014-09-09,533.38,533.38,523.63,528.88
2014-09-08,534.63,539.13,524.38,533.75
2014-09-05,531.38,541.5,528.38,535.38
2014-09-04,535.88,536.88,527.75,529.88
2014-09-03,555.0,556.13,535.13,535.38
2014-09-02,561.88,565.88,550.88,554.75
2014-08-29,570.38,578.63,561.38,563.38
2014-08-28,562.38,578.63,559.13,570.88
2014-08-27,555.0,562.88,550.88,561.38
2014-08-26,553.38,557.88,546.88,555.88
2014-08-25,559.88,564.88,552.63,555.63
2014-08-22,545.75,562.38,545.75,549.25
2014-08-21,539.63,549.63,536.88,546.5
2014-08-20,546.13,549.25,534.38,539.5
2014-08-19,540.75,555.88,536.25,546.63
2014-08-18,549.75,551.25,540.63,542.38
2014-08-15,535.88,555.88,533.63,551.63
2014-08-14,528.5,539.13,528.13,536.13
2014-08-13,538.5,544.38,527.38,527.38
2014-08-12,546.63,546.88,534.5,538.25
2014-08-11,548.38,556.38,542.88,546.75
2014-08-08,561.13,561.13,547.13,547.88
2014-08-07,567.63,567.88,558.63,561.63
2014-08-06,553.13,571.88,553.13,567.63
2014-08-05,543.88,554.13,538.13,552.13
2014-08-04,534.63,553.13,534.63,544.88
2014-08-03,533.75,533.75,533.75,533.75
2014-08-01,531.25,543.88,530.63,533.75
2014-07-31,526.38,536.13,523.5,530.38
2014-07-30,521.63,528.88,519.88,528.0
2014-07-29,534.38,535.5,518.63,520.63
2014-07-28,539.0,543.13,532.13,534.88
2014-07-25,528.88,538.38,526.63,537.63
2014-07-24,530.63,541.88,526.13,529.0
2014-07-23,524.38,530.88,521.63,529.88
2014-07-22,529.5,536.63,524.13,524.88
2014-07-21,530.13,531.13,523.88,530.25
2014-07-18,552.13,555.63,531.13,531.75
2014-07-17,537.88,561.38,530.88,551.25
2014-07-16,537.38,544.38,535.88,538.0
2014-07-15,537.88,539.38,530.63,538.25
2014-07-14,527.38,538.88,524.25,538.38
2014-07-11,547.5,549.63,525.13,525.88
2014-07-10,551.88,555.88,546.38,548.63
2014-07-09,556.13,558.0,547.75,551.25
2014-07-08,557.75,560.88,555.63,555.88
2014-07-07,579.5,584.25,556.13,558.25
2014-07-06,579.5,579.5,579.5,579.5
2014-07-03,576.38,580.63,572.13,579.5
2014-07-02,573.88,576.63,568.88,576.63
2014-07-01,578.63,580.88,569.38,573.13
2014-06-30,591.63,592.38,568.75,576.75
2014-06-27,584.63,597.38,583.88,592.88
2014-06-26,584.38,589.88,579.88,584.38
2014-06-25,580.13,584.63,577.13,584.13
2014-06-24,589.25,589.25,579.38,580.0
2014-06-23,594.63,600.88,587.38,589.13
2014-06-20,592.88,594.63,582.88,584.88
2014-06-19,586.25,595.88,585.88,593.88
2014-06-18,581.63,597.88,581.63,586.25
2014-06-17,581.5,584.63,576.88,581.5
2014-06-16,585.75,594.63,580.38,580.38
2014-06-13,585.88,594.38,583.63,585.13
2014-06-12,588.38,593.38,584.88,584.88
2014-06-11,602.13,608.38,588.63,588.88
2014-06-10,614.13,615.75,599.38,601.13
2014-06-09,617.13,626.13,607.63,614.25
2014-06-06,605.88,619.38,603.25,619.38
2014-06-05,614.38,617.25,605.13,605.13
2014-06-04,611.88,619.38,611.13,613.88
2014-06-03,621.63,623.88,611.13,612.13
2014-06-02,625.75,626.13,616.38,620.38
2014-05-30,633.5,636.63,625.63,628.13
2014-05-29,638.5,644.63,629.88,632.25
2014-05-28,638.38,641.63,633.13,638.63
2014-05-27,644.88,648.38,640.38,640.88
2014-05-23,660.38,663.38,651.38,651.88
2014-05-22,665.63,669.38,654.63,659.63
2014-05-21,668.38,675.63,663.38,663.38
2014-05-20,674.75,685.88,666.25,669.13
2014-05-19,671.5,677.63,663.88,675.13
2014-05-16,678.88,682.75,670.63,674.88
2014-05-15,690.88,690.88,676.88,677.88
2014-05-14,709.5,709.5,687.88,690.38
2014-05-13,713.88,715.13,704.13,709.63
2014-05-12,722.25,722.25,703.75,714.88
2014-05-11,722.75,722.75,722.75,722.75
2014-05-09,734.0,738.88,722.13,722.75
2014-05-08,735.0,737.63,727.88,734.63
2014-05-07,736.75,739.63,727.25,738.88
2014-05-06,732.63,743.88,723.88,738.63
2014-05-05,723.13,740.0,721.63,727.38
2014-05-02,709.5,720.63,706.13,716.0
2014-05-01,723.25,724.38,701.38,708.63
2014-04-30,715.25,724.63,710.75,721.5
2014-04-29,709.25,716.88,704.38,715.63
2014-04-28,708.88,716.88,697.38,708.88
2014-04-25,689.25,701.63,687.63,700.88
2014-04-24,676.88,695.63,671.63,690.38
2014-04-23,673.5,679.38,667.88,676.38
2014-04-22,668.38,677.0,662.5,672.38
2014-04-21,690.5,690.5,662.88,668.88
2014-04-17,687.63,701.38,686.38,690.25
2014-04-16,700.88,710.88,684.63,688.0
2014-04-15,677.5,702.63,673.88,701.63
2014-04-14,665.25,688.5,665.13,678.13
2014-04-11,663.25,666.5,656.63,659.13
2014-04-10,669.25,670.88,656.38,662.25
2014-04-09,681.75,687.88,664.13,668.25
2014-04-08,676.38,684.88,668.25,679.25
2014-04-07,670.5,679.38,665.63,676.63
2014-04-04,674.13,676.25,658.88,670.25
2014-04-03,669.25,677.38,666.63,675.25
2014-04-02,687.25,687.63,665.13,668.63
2014-04-01,695.88,697.63,683.63,685.38
2014-03-31,697.13,701.88,677.0,697.13
2014-03-28,707.88,708.25,693.63,695.13
2014-03-27,696.5,713.38,692.13,710.5
2014-03-26,708.88,711.63,694.88,697.38
2014-03-25,714.63,716.38,706.63,709.38
2014-03-24,692.5,718.13,687.25,713.38
2014-03-21,705.38,707.13,692.13,692.25
2014-03-20,714.63,722.88,694.38,706.38
2014-03-19,691.38,718.38,686.13,715.63
2014-03-18,676.25,693.38,672.5,691.88
2014-03-17,686.38,694.13,672.63,674.63
2014-03-14,672.63,690.88,669.88,686.63
2014-03-13,682.38,696.25,671.13,672.13
2014-03-12,658.5,684.38,652.13,684.13
2014-03-11,639.5,667.38,637.13,658.13
2014-03-10,654.88,656.38,639.25,639.63
2014-03-07,646.0,662.88,644.38,653.5
2014-03-06,640.88,648.88,636.38,646.63
2014-03-05,641.0,644.38,636.13,640.38
2014-03-04,632.0,644.63,621.13,643.25
2014-03-03,623.63,644.13,615.0,634.5
2014-02-28,590.25,604.88,590.13,600.38
2014-02-27,606.0,606.88,588.38,590.38
2014-02-26,617.38,618.38,605.13,605.38
2014-02-25,617.0,619.75,605.13,617.25
2014-02-24,602.5,617.38,600.75,617.25
2014-02-21,616.25,617.38,609.38,609.88
2014-02-20,618.88,620.75,611.63,615.88
2014-02-19,611.88,620.38,609.88,620.38
2014-02-18,599.25,613.13,598.88,612.13
2014-02-14,594.88,602.88,594.5,597.5
2014-02-13,586.38,596.63,585.38,594.5
2014-02-12,589.25,598.0,585.88,585.88
2014-02-11,585.13,590.88,582.88,589.13
2014-02-10,574.5,590.5,570.63,585.5
2014-02-07,582.13,585.88,567.38,577.75
2014-02-06,586.75,592.88,579.63,579.88
2014-02-05,584.38,588.63,579.13,587.0
2014-02-04,563.63,585.63,562.13,585.38
2014-02-03,554.88,564.13,554.13,563.88
2014-01-31,554.13,557.38,551.38,555.0
2014-01-30,552.0,556.63,550.38,553.75
2014-01-29,566.63,566.88,550.75,550.88
2014-01-28,564.13,568.88,564.13,565.88
2014-01-27,567.13,572.13,563.13,563.88
2014-01-24,571.13,573.13,562.63,566.25
2014-01-23,561.63,577.63,561.63,569.88
2014-01-22,562.63,566.63,560.88,561.13
2014-01-21,565.13,567.63,560.88,561.88
2014-01-17,572.88,574.25,562.88,562.88
2014-01-16,568.38,573.63,564.13,572.13
2014-01-15,579.5,579.63,566.88,567.38
2014-01-14,571.38,579.63,570.63,579.38
2014-01-13,571.75,575.88,570.13,572.88
2014-01-10,584.38,590.25,560.88,568.13
2014-01-09,588.13,590.75,578.38,584.5
2014-01-08,603.13,607.13,587.38,587.63
2014-01-07,606.38,609.88,601.88,602.38
2014-01-06,608.13,612.38,605.13,606.13
2014-01-03,596.88,608.88,596.38,606.63
2014-01-02,605.0,605.0,595.88,596.75
2014-01-01,605.13,605.13,605.13,605.13
2013-12-31,601.63,607.13,599.38,605.13
2013-12-30,608.0,609.0,600.13,600.13
2013-12-27,608.13,609.88,603.38,608.13
2013-12-26,606.38,606.63,600.88,605.75
2013-12-24,610.38,611.63,605.88,606.38
2013-12-23,614.5,615.13,608.38,609.25
2013-12-20,610.38,615.63,607.38,613.63
2013-12-19,614.88,621.13,610.13,610.13
2013-12-18,618.63,618.88,612.38,612.38
2013-12-17,622.38,626.63,618.88,618.88
2013-12-16,628.63,628.63,621.13,621.63
2013-12-13,633.38,634.88,626.88,629.13
2013-12-12,641.0,642.5,630.38,633.38
2013-12-11,639.88,643.38,635.38,641.13
2013-12-10,649.88,652.13,635.13,639.5
2013-12-09,651.63,657.13,649.38,650.5
2013-12-06,652.13,654.88,649.38,650.75
2013-12-05,662.63,662.88,650.63,651.63
2013-12-04,668.38,672.13,661.38,662.0
2013-12-03,663.88,669.13,662.13,668.88
2013-12-02,668.88,674.63,660.63,662.88
2013-11-29,668.5,670.63,665.13,668.25
2013-11-27,656.63,666.88,656.38,664.63
2013-11-26,659.0,660.63,653.38,655.75
2013-11-25,658.63,662.38,657.38,659.5
2013-11-24,656.25,656.25,656.25,656.25
2013-11-22,649.38,653.63,648.63,649.0
2013-11-21,647.88,653.38,647.38,648.63
2013-11-20,650.0,654.63,646.38,646.5
2013-11-19,642.75,651.13,642.75,650.0
2013-11-18,646.25,649.63,642.38,642.38
2013-11-15,646.0,648.38,642.88,643.75
2013-11-14,645.88,652.88,644.38,644.88
2013-11-13,646.38,648.88,643.63,645.25
2013-11-12,647.0,651.88,644.88,645.0
2013-11-11,651.13,659.38,646.0,646.25
2013-11-08,653.5,657.75,645.5,648.0
2013-11-07,654.0,657.13,652.38,653.38
2013-11-06,657.0,660.38,652.38,653.63
2013-11-05,662.63,665.13,655.25,656.5
2013-11-04,666.5,671.38,662.13,663.38
2013-11-01,667.75,672.13,664.63,667.13
2013-10-31,675.13,676.88,667.13,667.38
2013-10-30,684.88,686.0,674.13,674.13
2013-10-29,681.25,684.63,676.38,681.75
2013-10-28,688.88,691.13,680.88,680.88
2013-10-25,696.38,701.88,690.38,691.63
2013-10-24,701.25,707.88,696.13,696.5
2013-10-23,700.75,710.38,699.75,701.75
2013-10-22,699.13,704.13,696.13,700.63
2013-10-21,706.13,711.13,694.13,698.88
2013-10-18,686.38,706.38,686.13,705.25
2013-10-17,681.25,693.13,680.75,685.63
2013-10-16,686.13,687.88,678.38,681.13
2013-10-15,691.88,693.63,685.38,685.63
2013-10-14,691.63,696.13,686.38,691.88
2013-10-11,684.63,695.38,682.38,692.0
2013-10-10,691.13,695.63,684.13,685.0
2013-10-09,692.5,694.63,687.38,690.13
2013-10-08,694.13,699.63,688.13,693.13
2013-10-07,686.88,696.13,686.5,695.0
2013-10-04,688.75,692.63,684.38,686.63
2013-10-03,685.75,697.88,685.5,688.63
2013-10-02,681.0,689.63,678.0,686.0
2013-10-01,678.13,683.38,672.63,683.38
2013-09-30,681.0,694.0,676.88,679.13
2013-09-27,677.63,685.38,675.5,681.13
2013-09-26,670.13,678.88,668.63,678.63
2013-09-25,657.88,674.88,657.88,669.63
2013-09-24,653.75,659.88,649.63,657.63
2013-09-23,646.13,656.63,645.38,653.88
2013-09-20,656.63,659.13,643.88,645.88
2013-09-19,647.38,662.38,646.63,656.25
2013-09-18,642.38,647.88,642.0,645.5
2013-09-17,641.63,651.0,641.38,642.5
2013-09-16,641.13,648.63,638.63,640.88
2013-09-13,652.63,652.63,640.13,640.5
2013-09-12,648.13,654.13,637.5,652.88
2013-09-11,647.63,652.13,642.13,647.88
2013-09-10,641.5,648.13,640.13,646.25
2013-09-09,648.38,651.38,639.63,640.88
2013-09-06,639.13,652.88,638.25,647.63
2013-09-05,645.75,646.25,637.13,639.38
2013-09-04,647.25,647.25,640.13,646.38
2013-09-03,663.0,663.63,645.38,647.5
2013-08-30,654.13,658.63,650.38,654.88
2013-08-29,660.25,663.5,652.13,654.38
2013-08-28,665.13,669.38,658.63,660.38
2013-08-27,666.13,670.25,661.13,663.25
2013-08-26,651.88,676.38,651.63,667.13
2013-08-23,629.0,637.88,628.5,633.75
2013-08-22,640.38,640.38,629.88,630.5
2013-08-21,635.13,646.63,634.38,638.38
2013-08-20,641.38,643.75,634.13,634.5
2013-08-19,636.5,642.38,635.25,640.5
2013-08-16,637.75,641.13,626.63,631.5
2013-08-15,631.13,641.13,629.13,637.63
2013-08-14,626.63,631.75,623.13,630.38
2013-08-13,635.88,643.38,626.38,627.5
2013-08-12,633.25,644.88,630.13,635.25
2013-08-09,642.0,644.88,630.63,633.63
2013-08-08,642.5,647.88,640.0,641.13
2013-08-07,650.25,652.88,639.13,643.88
2013-08-06,646.13,651.0,642.38,650.0
2013-08-05,659.5,665.38,641.63,645.25
2013-08-02,657.75,667.13,656.5,660.25
2013-08-01,663.38,667.38,648.38,659.13
2013-07-31,654.38,665.5,653.63,663.63
2013-07-30,650.38,662.38,650.13,656.0
2013-07-29,650.38,655.88,648.63,651.13
2013-07-26,648.75,657.38,648.13,649.25
2013-07-25,652.63,656.38,648.13,648.38
2013-07-24,653.88,661.63,653.13,653.13
2013-07-23,659.25,659.38,650.63,654.63
2013-07-22,666.38,667.75,655.13,659.88
2013-07-19,660.88,669.88,658.13,663.88
2013-07-18,664.25,667.13,656.63,661.13
2013-07-17,669.5,674.0,664.13,665.25
2013-07-16,671.5,681.25,665.63,669.25
2013-07-15,677.13,677.63,667.63,669.5
2013-07-12,683.13,687.5,679.88,681.0
2013-07-11,679.13,692.88,676.0,682.38
2013-07-10,676.13,682.13,668.63,678.13
2013-07-09,662.88,682.63,662.5,676.38
2013-07-08,659.0,671.25,659.0,662.38
2013-07-05,670.88,672.38,659.38,659.88
2013-07-04,666.0,666.0,666.0,666.0
2013-07-03,658.13,671.38,658.13,666.0
2013-07-02,656.0,667.88,652.38,656.38
2013-07-01,655.5,663.75,652.88,656.63
2013-06-28,673.13,678.13,656.13,656.88
2013-06-27,677.0,683.13,672.88,672.88
2013-06-26,684.75,690.13,676.13,676.63
2013-06-25,687.88,694.63,684.88,685.13
2013-06-24,700.88,701.75,685.13,687.75
2013-06-21,700.38,704.38,696.13,697.88
2013-06-20,703.88,707.63,695.13,699.88
2013-06-19,684.5,710.63,682.63,705.13
2013-06-18,681.5,689.38,680.88,686.88
2013-06-17,677.88,688.63,674.75,683.38
2013-06-14,685.5,685.5,676.63,681.13
2013-06-13,683.38,686.63,675.13,685.63
2013-06-12,694.25,696.63,679.13,681.88
2013-06-11,690.13,699.63,686.88,696.13
