"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00014739","BOSTON, MA US","2007-09-11","7.16"," 1507"," 1500","1.28","0.0",,,"68","60",,"  330","  330","0.0","17.9","23.9","    1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-09-12","13.87"," 1019"," 1018","0.00","0.0",,,"76","60",,"  260","  260","0.0","25.1","38.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-13","8.28"," 1539"," 1303","0.00","0.0",,,"73","57",,"  120","  100","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-14","8.05"," 1637"," 1540","0.00","0.0",,,"76","57",,"  200","  210","0.0","17.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-15","8.50"," 1055"," 1054","0.34","0.0",,,"65","54",,"  330","  340","0.0","25.9","36.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-09-16","8.05"," 1418"," 0608","0.00","0.0",,,"61","50",,"  130","  330","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-17","6.93"," 1508"," 1535","0.00","0.0",,,"63","49",,"   90","   80","0.0","15.0","17.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-18","8.50"," 1502"," 1544","0.00","0.0",,,"63","47",,"   90","   60","0.0","15.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-19","6.93"," 1709"," 1613","0.00","0.0",,,"64","50",,"  110","  110","0.0","14.1","16.1","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-20","6.04"," 1451"," 1527","0.00","0.0",,,"78","56",,"  110","  110","0.0","14.1","16.1","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-21","5.59"," 1440"," 1550","0.00","0.0",,,"71","59",,"   90","  110","0.0","14.1","15.0","    1","    1",,,,,,"    1",,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-22","9.40"," 1715"," 1715","0.00","0.0",,,"80","62",,"  200","  200","0.0","17.9","21.0","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-23","11.86"," 0845"," 1838","0.00","0.0",,,"80","64",,"  320","  300","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-24","10.29"," 0107"," 0107","0.00","0.0",,,"82","59",,"  330","  330","0.0","19.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-25","11.63"," 1321"," 1316","0.00","0.0",,,"88","62",,"  230","  230","0.0","21.0","25.9",,,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-26","12.08"," 1708"," 1244","0.00","0.0",,,"93","71",,"  220","  220","0.0","21.0","29.1",,,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-27","10.29"," 1506"," 1337","0.15","0.0",,,"85","68",,"  200","  220","0.0","19.9","25.9","    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-09-28","10.29"," 0920"," 1025","0.00","0.0",,,"80","62",,"  260","  300","0.0","17.9","25.1","    1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-09-29","12.30"," 1342"," 1218","0.00","0.0",,,"74","59",,"  320","   10","0.0","21.0","28.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-09-30","9.40"," 1630"," 0047","0.00","0.0",,,"63","54",,"  110","  330","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-01","7.61"," 1525"," 1524","0.00","0.0",,,"65","52",,"  100","  110","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-02","4.92"," 1248"," 1242","0.00","0.0",,,"65","50",,"  100","  100","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-03","5.82"," 2232"," 2355","0.00","0.0",,,"70","60",,"  230","  260","0.0","14.1","17.0","    1","    1",,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-04","6.04"," 0155"," 1254","0.00","0.0",,,"86","62",,"  230","  280","0.0","14.1","19.9","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-05","5.82"," 2117"," 1837","0.00","0.0",,,"82","60",,"  250","  230","0.0","15.0","23.0","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-06","6.26"," 1349"," 0712","0.00","0.0",,,"80","63",,"   90","  260","0.0","13.0","16.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-07","8.28"," 0809"," 0807","0.00","0.0",,,"69","54",,"   30","   40","0.0","21.9","25.1","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-08","5.14"," 0909"," 0911","0.64","0.0",,,"59","54",,"   30","   30","0.0","13.0","15.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-09","10.96"," 0936"," 0906","0.01","0.0",,,"61","54",,"   40","   40","0.0","17.9","23.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-10","7.61"," 0908"," 0619","0.04","0.0",,,"60","54",,"  140","  130","0.0","13.0","21.9","    1",,,,,,,"    1",,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-11","12.30"," 1823"," 1822","0.29","0.0",,,"60","58",,"   60","   60","0.0","21.0","25.1","    1",,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-12","13.42"," 1527"," 1615","0.04","0.0",,,"65","47",,"  310","  310","0.0","25.9","38.9","    1","    1","    1",,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-13","9.84"," 1329"," 1118","0.00","0.0",,,"60","44",,"  260","  260","0.0","16.1","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-14","10.96"," 1459"," 1500","0.00","0.0",,,"62","47",,"  330","  330","0.0","21.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-15","8.72"," 1443"," 1439","0.00","0.0",,,"63","44",,"  310","  300","0.0","17.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-16","7.38"," 0832"," 0807","0.00","0.0",,,"63","47",,"  320","  330","0.0","16.1","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-17","4.70"," 0331"," 1525","0.00","0.0",,,"63","44",,"  280","  130","0.0","10.1","12.1","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-18","5.37"," 1515"," 1536","0.00","0.0",,,"69","55",,"   70","   60","0.0","12.1","13.0","    1","    1",,,,,,"    1",,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-19","10.51"," 2032"," 2031","0.42","0.0",,,"73","58",,"  180","  180","0.0","29.1","36.9","    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-20","11.63"," 0147"," 0146","0.12","0.0",,,"72","58",,"  300","  280","0.0","30.0","40.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-21","10.74"," 0821"," 0817","0.00","0.0",,,"75","55",,"  270","  270","0.0","17.0","23.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-22","10.07"," 2032"," 2037","0.00","0.0",,,"81","58",,"  220","  220","0.0","17.9","21.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-23","17.45"," 1348"," 1347","0.01","0.0",,,"78","58",,"  230","  230","0.0","36.9","45.0","    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-24","7.38"," 1001"," 1004","0.04","0.0",,,"66","53",,"  350","  280","0.0","12.1","17.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-25","8.28"," 1326"," 0459","0.01","0.0",,,"58","46",,"   40","   20","0.0","14.1","17.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-26","9.84"," 1151"," 1107","0.02","0.0",,,"59","44",,"   90","   90","0.0","16.1","19.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-27","9.17"," 1609"," 1630","0.44","0.0",,,"70","55",,"  200","  190","0.0","23.9","32.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-10-28","14.76"," 0934"," 1624","0.00","0.0",,,"61","42",,"  320","  290","0.0","25.1","33.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-29","9.40"," 0511"," 0530","0.00","0.0",,,"51","37",,"  330","  320","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-30","7.61"," 0603"," 0610","0.00","0.0",,,"63","41",,"  280","  270","0.0","15.0","21.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-10-31","11.41"," 2352"," 2355","0.00","0.0",,,"64","44",,"  230","  230","0.0","23.0","30.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-01","14.09"," 1130"," 2355","0.00","0.0",,,"69","48",,"  220","  230","0.0","23.0","30.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-02","12.30"," 2358"," 2358","0.00","0.0",,,"51","41",,"   70","   70","0.0","21.0","23.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-03","21.25"," 1312"," 1311","0.85","0.0",,,"50","44",,"   10","   20","0.0","33.1","44.1","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-04","10.96"," 0252"," 0251","0.00","0.0",,,"57","42",,"  280","  280","0.0","23.0","33.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-05","8.28"," 2047"," 1705","0.00","0.0",,,"53","39",,"  160","  130","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-06","11.86"," 1534"," 1934","0.62","0.0",,,"55","40",,"  290","  290","0.0","17.9","25.1","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-07","12.75"," 0944"," 1344","0.00","0.0",,,"51","37",,"  300","  310","0.0","21.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-08","7.38"," 1001"," 1030","0.00","0.0",,,"45","33",,"  330","  320","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-09","7.38"," 2130"," 1212","0.02","0.0",,,"46","32",,"   20","  270","0.0","15.0","21.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-10","12.08"," 1134"," 1025","0.00","0.0",,,"43","32",,"   20","   20","0.0","21.9","29.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-11","10.07"," 1609"," 1524","0.00","0.0",,,"46","28",,"  320","  330","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-12","6.49"," 2333"," 2027","0.03","0.0",,,"45","31",,"  160","  190","0.0","13.0","17.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-13","7.38"," 1504"," 1356","0.19","0.0",,,"58","41",,"  310","  290","0.0","16.1","21.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-14","11.18"," 1436"," 1456","0.00","0.0",,,"60","37",,"  200","  200","0.0","23.9","28.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-15","13.87"," 1101"," 1101","0.32","0.0",,,"66","44",,"  200","  200","0.0","25.1","31.1","    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-16","17.67"," 1344"," 1440","0.36","0.0",,,"47","34",,"  290","  280","0.0","30.0","38.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-17","13.42"," 1016"," 1016","0.00","0.0",,,"43","33",,"  270","  260","0.0","23.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-18","8.95"," 2014"," 2057","0.00","0.0",,,"43","34",,"   60","   50","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-19","11.86"," 1733"," 1134","0.00","0.0",,,"40","34",,"   40","   20","0.0","19.9","23.9",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON, MA US","2007-11-20","5.82"," 1433"," 1430","0.08","0.0",,,"41","31",,"  170","  160","0.0","12.1","15.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2007-11-21","3.58"," 0056"," 0037","0.00","0.0",,,"46","34",,"  300","  290","0.0","10.1","13.0","    1","    1",,,,,,"    1",,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-22","7.38"," 2355"," 2359","0.00","0.0",,,"60","43",,"  290","  290","0.0","23.9","31.1","    1","    1",,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-23","15.21"," 0009"," 0005","0.00","0.0",,,"43","28",,"  300","  280","0.0","25.1","33.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-24","10.07"," 0519"," 0511","0.00","0.0",,,"34","22",,"  320","  320","0.0","17.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-25","9.62"," 1918"," 1843","0.00","0.0",,,"50","31",,"  230","  220","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-26","7.38"," 2359"," 2353","0.30","0.0",,,"58","38",,"  200","  220","0.0","21.0","29.1","    1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-27","17.00"," 1011"," 1011","0.03","0.0",,,"64","41",,"  280","  280","0.0","29.1","40.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-28","10.07"," 0114"," 0113","0.00","0.0",,,"46","35",,"  290","  290","0.0","25.1","34.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-11-29","12.30"," 2247"," 2244","0.00","0.0",,,"51","38",,"  290","  310","0.0","25.1","33.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-11-30","14.32"," 2017"," 2226","0.00","0.0",,,"42","34",,"  220","  250","0.0","23.0","30.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-12-01","18.57"," 1119"," 1118","0.00","0.0",,,"38","18",,"  330","  320","0.0","32.0","47.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON, MA US","2007-12-02","7.16"," 0029"," 0226","0.04","0.3",,,"28","18",,"  330","  310","0.0","17.0","23.0","    1",,,"    1",,"    1",,"    1",,,,,"    1",,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2007-12-03","15.21"," 2347"," 2353","0.53","1.0",,,"41","28",,"  280","  270","0.0","25.9","38.0","    1",,,,,"    1",,,,,,,"    1",,"    1","    1","    1",,,
"USW00014739","BOSTON, MA US","2007-12-04","18.12"," 0024"," 0024","0.00","0.0",,,"30","22",,"  280","  280","0.0","29.1","38.9",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON, MA US","2007-12-05","10.29"," 1630"," 2228","0.00","0.0",,,"32","24",,"  240","  310","0.0","16.1","21.9",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON, MA US","2007-12-06","11.41"," 0651"," 0801","0.00","0.0",,,"31","19",,"  330","  310","0.0","21.9","30.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-12-07","7.61"," 1938"," 1934","0.03","0.2",,,"37","23",,"  250","  260","0.0","16.1","23.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2007-12-08","9.40"," 1505"," 1238","0.00","0.0",,,"44","29",,"  270","  270","0.0","19.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-12-09","4.92"," 2016"," 0754","0.04","0.0",,,"36","28",,"  220","  340","0.0","10.1","17.9","    1",,,,,"    1",,,,,,"    1",,,"    1","    1",,,,
"USW00014739","BOSTON, MA US","2007-12-10","6.71"," 0900"," 0859","0.06","0.0",,,"33","29",,"  350","  350","0.0","13.0","17.0","    1",,,,,"    1",,"    1",,,,"    1","    1","    1","    1",,,,,
"USW00014739","BOSTON, MA US","2007-12-11","7.16"," 2011"," 1942","0.06","0.0",,,"37","27",,"  210","  180","0.0","14.1","19.9","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-12-12","11.41"," 1352"," 1352","0.01","0.0",,,"48","30",,"  290","  290","0.0","23.0","31.1","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-12-13","8.28"," 2120"," 2120","0.86","10.1",,,"33","22",,"   80","   80","0.0","21.0","23.0","    1","    1",,,,,,,"    1",,,,,,,,"    1",,,"    1"
"USW00014739","BOSTON, MA US","2007-12-14","10.51"," 2136"," 2330","0.01","0.4",,,"41","23",,"  270","  330","0.0","17.9","23.9","    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2007-12-15","10.74"," 0529"," 0543","0.00","0.0",,,"34","17",,"  330","  320","0.0","21.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-12-16","21.92"," 1010"," 1302","1.25","7.6",,,"43","22",,"   70","   70","0.0","36.9","44.1","    1","    1",,"    1",,,,,,,,,,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2007-12-17","19.46"," 0424"," 0423","0.00","0.0",,,"36","19",,"  280","  270","0.0","34.9","48.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-12-18","7.16"," 0738"," 0004","0.00","0.0",,,"32","18",,"  300","  290","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-12-19","3.58"," 2342"," 2340","0.06","0.0",,,"38","22",,"   20","   20","0.0","12.1","14.1","    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2007-12-20","11.63"," 2348"," 2330","0.49","7.3",,,"35","29",,"   10","   10","0.0","17.0","21.0","    1","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,"    1"
"USW00014739","BOSTON, MA US","2007-12-21","13.42"," 0515"," 0711","0.00","0.0",,,"29","24",,"   10","   10","0.0","19.9","23.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2007-12-22","4.47"," 2358"," 0208","0.00","0.0",,,"38","26",,"   10","  350","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-12-23","8.50"," 2145"," 2144","0.49","0.0",,,"51","33",,"  160","  170","0.0","42.9","51.0","    1","    1",,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-12-24","14.32"," 1327"," 1437","0.01","0.0",,,"53","34",,"  260","  290","0.0","25.9","34.9","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-12-25","11.41"," 1159"," 1250","0.00","0.0",,,"43","32",,"  270","  310","0.0","19.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-12-26","6.49"," 2331"," 2330","0.18","0.0",,,"40","27",,"   40","   50","0.0","15.0","21.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-12-27","10.07"," 0721"," 0721","0.42","0.0",,,"39","34",,"   40","   50","0.0","23.0","28.0","    1",,,"    1",,,,,,,,,"    1",,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2007-12-28","8.50"," 1006"," 0924","0.00","0.0",,,"47","35",,"  270","  270","0.0","17.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2007-12-29","8.50"," 0104"," 2223","0.15","0.0",,,"46","37",,"  130","  280","0.0","16.1","19.9","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2007-12-30","6.26"," 2052"," 2045","0.09","0.0",,,"42","33",,"  160","  160","0.0","15.0","17.9","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2007-12-31","13.42"," 1435"," 1529","0.47","0.0",,,"41","30",,"  280","  280","0.0","25.1","33.1","    1",,,"    1",,"    1",,"    1",,,,,"    1",,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2008-01-01","10.29"," 1223"," 1613","0.18","0.0",,,"40","28",,"  130","   30","0.0","23.0","36.0","    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2008-01-02","15.21"," 2007"," 1820","0.00","0.0",,,"33","10",,"  320","  320","0.0","28.0","38.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON, MA US","2008-01-03","16.78"," 0725"," 0815","0.00","0.0",,,"14","7",,"  330","  330","0.0","25.1","32.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-04","11.86"," 0936"," 0935","0.00","0.0",,,"32","8",,"  240","  240","0.0","23.0","28.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-05","8.72"," 2249"," 2122","0.00","0.0",,,"42","27",,"  220","  240","0.0","16.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-06","6.93"," 0146"," 0114","0.00","0.0",,,"47","36",,"  250","  240","0.0","15.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-07","6.93"," 1156"," 1304","0.00","0.0",,,"55","35",,"  230","  230","0.0","17.9","21.9","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-08","12.08"," 2351"," 2354","0.00","0.0",,,"67","45",,"  210","  220","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-09","17.67"," 1512"," 1934","0.00","0.0",,,"62","46",,"  290","  280","0.0","29.1","36.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2008-01-10","10.51"," 1204"," 1202","0.00","0.0",,,"49","38",,"  250","  250","0.0","17.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-11","7.16"," 1635"," 1634","1.41","0.0",,,"57","38",,"  230","  240","0.0","23.0","30.0","    1",,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2008-01-12","8.95"," 1519"," 1527","0.00","0.0",,,"48","38",,"  300","  300","0.0","17.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-13","10.51"," 2221"," 2220","0.00","0.0",,,"44","30",,"   90","   90","0.0","23.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-14","14.99"," 0741"," 0731","0.55","7.0",,,"39","28",,"   20","   30","0.0","25.9","33.1","    1","    1",,,,,,,,,,,,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2008-01-15","7.83"," 2347"," 2346","0.00","0.0",,,"35","24",,"  340","  340","0.0","15.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-16","12.53"," 1357"," 1324","0.00","0.0",,,"34","23",,"  330","  340","0.0","19.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-17","5.59"," 2146"," 2211","0.00","0.0",,,"35","21",,"  150","  150","0.0","10.1","13.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-18","11.86"," 1315"," 1314","0.38","0.0",,,"47","33",,"  280","  290","0.0","23.0","32.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2008-01-19","9.62"," 1834"," 2049","0.00","0.0",,,"35","30",,"  220","  300","0.0","14.1","21.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-20","14.76"," 1040"," 1309","0.00","0.0",,,"34","19",,"  330","  290","0.0","25.1","33.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-21","13.87"," 1110"," 0422","0.00","0.0",,,"25","15",,"  270","  240","0.0","21.0","28.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-22","13.20"," 1439"," 1311","0.03","0.0",,,"40","20",,"  220","  210","0.0","29.1","38.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2008-01-23","10.96"," 1257"," 1257","0.00","0.0",,,"37","29",,"  290","  290","0.0","19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-24","8.72"," 2200"," 1340","0.00","0.0",,,"32","22",,"  340","  280","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-25","13.20"," 0244"," 0211","0.00","0.0",,,"31","16",,"  330","  330","0.0","23.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-26","8.28"," 0221"," 0741","0.00","0.0",,,"33","24",,"  270","  280","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-27","16.78"," 1931"," 1919","0.10","1.3",,,"34","24",,"   20","   20","0.0","33.1","40.0","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00014739","BOSTON, MA US","2008-01-28","15.66"," 0918"," 0730","0.00","0.0",,,"41","23",,"  350","  350","0.0","23.9","33.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2008-01-29","6.93"," 0424"," 0139","0.00","0.0",,,"40","27",,"  300","  300","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,,
