"logLik" "logLik_se" "Beta" "mu_IR" "rho" "mu_R1" "mu_R2"
-3082.41588363855 12.6812131161106 0.126862009663762 0.0850099526467977 0.911358648312659 0.99 0.8
-3306.71081560189 3.38189557869993 0.590926271049353 0.0944631291390016 0.818583717511528 0.99 0.8
-3244.74552077636 14.361355864005 0.11857910230852 0.0886738281471243 0.810052136163532 0.99 0.8
-3730.19756368086 0.00259806565046336 3.83086048156307 4.7340845007197 0.00930769391513516 0.99 0.8
-3309.56038377483 6.33800199629934 0.34863589169614 0.0923591395692306 0.768761321471134 0.99 0.8
-3362.33510103875 10.860666266363 1.15619484490228 0.102584088208021 0.898380460727235 0.99 0.8
-3729.99031633446 0.00191427453908384 0.875954071868817 116.834077492827 0.0115058358226528 0.99 0.8
-3268.33013683704 1.83543913167817 0.155483911865705 0.0868823936158309 0.701006670118354 0.99 0.8
-3174.25382219393 12.3506241730993 0.620870178863831 0.0859578713316116 0.848284564239075 0.99 0.8
-3141.86069954172 12.9788706280502 0.221590366371419 0.0863999625524946 0.896564378680392 0.99 0.8
-3729.92807723264 0.00302347171976995 0.73771116955649 11.8630474901339 0.0110064288838987 0.99 0.8
-3722.54218326096 0.000710366933839822 0.942406346917957 56.6900373654598 0.689638983340412 0.99 0.8
-3729.85476684678 0.00119939403198013 1.2654344062733 15.6851490942676 0.0114534080450436 0.99 0.8
-3730.00307977727 0.00233679850076545 0.0740774110171421 10.0707065154852 0.010833898499018 0.99 0.8
-3030.28887916855 8.44015733217191 1.54267937386856 0.081276326508901 0.857725295508331 0.99 0.8
-3722.54303591709 0.000654487988015441 0.262116767393888 24.6915440399818 0.656295628267113 0.99 0.8
-3581.93714311934 0.00530361600985491 3.05605402010269 0.0973163374428104 0.021038922113902 0.99 0.8
-3337.99811577861 1.05532632259717 0.0591893158959357 0.0965650440266213 0.815880870221775 0.99 0.8
-3729.88775233031 0.00196945806821013 0.859031932280532 23.4630492809917 0.0115123794424358 0.99 0.8
-3730.03586408066 0.00217126359093058 0.483888433973071 8.40824336645737 0.0104113409882957 0.99 0.8
-3082.41588363855 12.6812131161106 0.126862009663762 0.0850099526467977 0.911358648312659 0.99 0.8
-3306.71081560189 3.38189557869993 0.590926271049353 0.0944631291390016 0.818583717511528 0.99 0.8
-3244.74552077636 14.361355864005 0.11857910230852 0.0886738281471243 0.810052136163532 0.99 0.8
-3730.19756368086 0.00259806565046336 3.83086048156307 4.7340845007197 0.00930769391513516 0.99 0.8
-3309.56038377483 6.33800199629934 0.34863589169614 0.0923591395692306 0.768761321471134 0.99 0.8
-3362.33510103875 10.860666266363 1.15619484490228 0.102584088208021 0.898380460727235 0.99 0.8
-3729.99031633446 0.00191427453908384 0.875954071868817 116.834077492827 0.0115058358226528 0.99 0.8
-3268.33013683704 1.83543913167817 0.155483911865705 0.0868823936158309 0.701006670118354 0.99 0.8
-3174.25382219393 12.3506241730993 0.620870178863831 0.0859578713316116 0.848284564239075 0.99 0.8
-3141.86069954172 12.9788706280502 0.221590366371419 0.0863999625524946 0.896564378680392 0.99 0.8
-3729.92807723264 0.00302347171976995 0.73771116955649 11.8630474901339 0.0110064288838987 0.99 0.8
-3722.54218326096 0.000710366933839822 0.942406346917957 56.6900373654598 0.689638983340412 0.99 0.8
-3729.85476684678 0.00119939403198013 1.2654344062733 15.6851490942676 0.0114534080450436 0.99 0.8
-3730.00307977727 0.00233679850076545 0.0740774110171421 10.0707065154852 0.010833898499018 0.99 0.8
-3030.28887916855 8.44015733217191 1.54267937386856 0.081276326508901 0.857725295508331 0.99 0.8
-3722.54303591709 0.000654487988015441 0.262116767393888 24.6915440399818 0.656295628267113 0.99 0.8
-3581.93714311934 0.00530361600985491 3.05605402010269 0.0973163374428104 0.021038922113902 0.99 0.8
-3337.99811577861 1.05532632259717 0.0591893158959357 0.0965650440266213 0.815880870221775 0.99 0.8
-3729.88775233031 0.00196945806821013 0.859031932280532 23.4630492809917 0.0115123794424358 0.99 0.8
-3730.03586408066 0.00217126359093058 0.483888433973071 8.40824336645737 0.0104113409882957 0.99 0.8
-3082.41588363855 12.6812131161106 0.126862009663762 0.0850099526467977 0.911358648312659 0.99 0.8
-3306.71081560189 3.38189557869993 0.590926271049353 0.0944631291390016 0.818583717511528 0.99 0.8
-3244.74552077636 14.361355864005 0.11857910230852 0.0886738281471243 0.810052136163532 0.99 0.8
-3730.19756368086 0.00259806565046336 3.83086048156307 4.7340845007197 0.00930769391513516 0.99 0.8
-3309.56038377483 6.33800199629934 0.34863589169614 0.0923591395692306 0.768761321471134 0.99 0.8
-3362.33510103875 10.860666266363 1.15619484490228 0.102584088208021 0.898380460727235 0.99 0.8
-3729.99031633446 0.00191427453908384 0.875954071868817 116.834077492827 0.0115058358226528 0.99 0.8
-3268.33013683704 1.83543913167817 0.155483911865705 0.0868823936158309 0.701006670118354 0.99 0.8
-3174.25382219393 12.3506241730993 0.620870178863831 0.0859578713316116 0.848284564239075 0.99 0.8
-3141.86069954172 12.9788706280502 0.221590366371419 0.0863999625524946 0.896564378680392 0.99 0.8
-3729.92807723264 0.00302347171976995 0.73771116955649 11.8630474901339 0.0110064288838987 0.99 0.8
-3722.54218326096 0.000710366933839822 0.942406346917957 56.6900373654598 0.689638983340412 0.99 0.8
-3729.85476684678 0.00119939403198013 1.2654344062733 15.6851490942676 0.0114534080450436 0.99 0.8
-3730.00307977727 0.00233679850076545 0.0740774110171421 10.0707065154852 0.010833898499018 0.99 0.8
-3030.28887916855 8.44015733217191 1.54267937386856 0.081276326508901 0.857725295508331 0.99 0.8
-3722.54303591709 0.000654487988015441 0.262116767393888 24.6915440399818 0.656295628267113 0.99 0.8
-3581.93714311934 0.00530361600985491 3.05605402010269 0.0973163374428104 0.021038922113902 0.99 0.8
-3337.99811577861 1.05532632259717 0.0591893158959357 0.0965650440266213 0.815880870221775 0.99 0.8
-3729.88775233031 0.00196945806821013 0.859031932280532 23.4630492809917 0.0115123794424358 0.99 0.8
-3730.03586408066 0.00217126359093058 0.483888433973071 8.40824336645737 0.0104113409882957 0.99 0.8
-3082.41588363855 12.6812131161106 0.126862009663762 0.0850099526467977 0.911358648312659 0.99 0.8
-3306.71081560189 3.38189557869993 0.590926271049353 0.0944631291390016 0.818583717511528 0.99 0.8
-3244.74552077636 14.361355864005 0.11857910230852 0.0886738281471243 0.810052136163532 0.99 0.8
-3730.19756368086 0.00259806565046336 3.83086048156307 4.7340845007197 0.00930769391513516 0.99 0.8
-3309.56038377483 6.33800199629934 0.34863589169614 0.0923591395692306 0.768761321471134 0.99 0.8
-3362.33510103875 10.860666266363 1.15619484490228 0.102584088208021 0.898380460727235 0.99 0.8
-3729.99031633446 0.00191427453908384 0.875954071868817 116.834077492827 0.0115058358226528 0.99 0.8
-3268.33013683704 1.83543913167817 0.155483911865705 0.0868823936158309 0.701006670118354 0.99 0.8
-3174.25382219393 12.3506241730993 0.620870178863831 0.0859578713316116 0.848284564239075 0.99 0.8
-3141.86069954172 12.9788706280502 0.221590366371419 0.0863999625524946 0.896564378680392 0.99 0.8
-3729.92807723264 0.00302347171976995 0.73771116955649 11.8630474901339 0.0110064288838987 0.99 0.8
-3722.54218326096 0.000710366933839822 0.942406346917957 56.6900373654598 0.689638983340412 0.99 0.8
-3729.85476684678 0.00119939403198013 1.2654344062733 15.6851490942676 0.0114534080450436 0.99 0.8
-3730.00307977727 0.00233679850076545 0.0740774110171421 10.0707065154852 0.010833898499018 0.99 0.8
-3030.28887916855 8.44015733217191 1.54267937386856 0.081276326508901 0.857725295508331 0.99 0.8
-3722.54303591709 0.000654487988015441 0.262116767393888 24.6915440399818 0.656295628267113 0.99 0.8
-3581.93714311934 0.00530361600985491 3.05605402010269 0.0973163374428104 0.021038922113902 0.99 0.8
-3337.99811577861 1.05532632259717 0.0591893158959357 0.0965650440266213 0.815880870221775 0.99 0.8
-3729.88775233031 0.00196945806821013 0.859031932280532 23.4630492809917 0.0115123794424358 0.99 0.8
-3730.03586408066 0.00217126359093058 0.483888433973071 8.40824336645737 0.0104113409882957 0.99 0.8
-3082.41588363855 12.6812131161106 0.126862009663762 0.0850099526467977 0.911358648312659 0.99 0.8
-3306.71081560189 3.38189557869993 0.590926271049353 0.0944631291390016 0.818583717511528 0.99 0.8
-3244.74552077636 14.361355864005 0.11857910230852 0.0886738281471243 0.810052136163532 0.99 0.8
-3730.19756368086 0.00259806565046336 3.83086048156307 4.7340845007197 0.00930769391513516 0.99 0.8
-3309.56038377483 6.33800199629934 0.34863589169614 0.0923591395692306 0.768761321471134 0.99 0.8
-3362.33510103875 10.860666266363 1.15619484490228 0.102584088208021 0.898380460727235 0.99 0.8
-3729.99031633446 0.00191427453908384 0.875954071868817 116.834077492827 0.0115058358226528 0.99 0.8
-3268.33013683704 1.83543913167817 0.155483911865705 0.0868823936158309 0.701006670118354 0.99 0.8
-3174.25382219393 12.3506241730993 0.620870178863831 0.0859578713316116 0.848284564239075 0.99 0.8
-3141.86069954172 12.9788706280502 0.221590366371419 0.0863999625524946 0.896564378680392 0.99 0.8
-3729.92807723264 0.00302347171976995 0.73771116955649 11.8630474901339 0.0110064288838987 0.99 0.8
-3722.54218326096 0.000710366933839822 0.942406346917957 56.6900373654598 0.689638983340412 0.99 0.8
-3729.85476684678 0.00119939403198013 1.2654344062733 15.6851490942676 0.0114534080450436 0.99 0.8
-3730.00307977727 0.00233679850076545 0.0740774110171421 10.0707065154852 0.010833898499018 0.99 0.8
-3030.28887916855 8.44015733217191 1.54267937386856 0.081276326508901 0.857725295508331 0.99 0.8
-3722.54303591709 0.000654487988015441 0.262116767393888 24.6915440399818 0.656295628267113 0.99 0.8
-3581.93714311934 0.00530361600985491 3.05605402010269 0.0973163374428104 0.021038922113902 0.99 0.8
-3337.99811577861 1.05532632259717 0.0591893158959357 0.0965650440266213 0.815880870221775 0.99 0.8
-3729.88775233031 0.00196945806821013 0.859031932280532 23.4630492809917 0.0115123794424358 0.99 0.8
-3730.03586408066 0.00217126359093058 0.483888433973071 8.40824336645737 0.0104113409882957 0.99 0.8
-3082.41588363855 12.6812131161106 0.126862009663762 0.0850099526467977 0.911358648312659 0.99 0.8
-3306.71081560189 3.38189557869993 0.590926271049353 0.0944631291390016 0.818583717511528 0.99 0.8
-3244.74552077636 14.361355864005 0.11857910230852 0.0886738281471243 0.810052136163532 0.99 0.8
-3730.19756368086 0.00259806565046336 3.83086048156307 4.7340845007197 0.00930769391513516 0.99 0.8
-3309.56038377483 6.33800199629934 0.34863589169614 0.0923591395692306 0.768761321471134 0.99 0.8
-3362.33510103875 10.860666266363 1.15619484490228 0.102584088208021 0.898380460727235 0.99 0.8
-3729.99031633446 0.00191427453908384 0.875954071868817 116.834077492827 0.0115058358226528 0.99 0.8
-3268.33013683704 1.83543913167817 0.155483911865705 0.0868823936158309 0.701006670118354 0.99 0.8
-3174.25382219393 12.3506241730993 0.620870178863831 0.0859578713316116 0.848284564239075 0.99 0.8
-3141.86069954172 12.9788706280502 0.221590366371419 0.0863999625524946 0.896564378680392 0.99 0.8
-3729.92807723264 0.00302347171976995 0.73771116955649 11.8630474901339 0.0110064288838987 0.99 0.8
-3722.54218326096 0.000710366933839822 0.942406346917957 56.6900373654598 0.689638983340412 0.99 0.8
-3729.85476684678 0.00119939403198013 1.2654344062733 15.6851490942676 0.0114534080450436 0.99 0.8
-3730.00307977727 0.00233679850076545 0.0740774110171421 10.0707065154852 0.010833898499018 0.99 0.8
-3030.28887916855 8.44015733217191 1.54267937386856 0.081276326508901 0.857725295508331 0.99 0.8
-3722.54303591709 0.000654487988015441 0.262116767393888 24.6915440399818 0.656295628267113 0.99 0.8
-3581.93714311934 0.00530361600985491 3.05605402010269 0.0973163374428104 0.021038922113902 0.99 0.8
-3337.99811577861 1.05532632259717 0.0591893158959357 0.0965650440266213 0.815880870221775 0.99 0.8
-3729.88775233031 0.00196945806821013 0.859031932280532 23.4630492809917 0.0115123794424358 0.99 0.8
-3730.03586408066 0.00217126359093058 0.483888433973071 8.40824336645737 0.0104113409882957 0.99 0.8
-3082.41588363855 12.6812131161106 0.126862009663762 0.0850099526467977 0.911358648312659 0.99 0.8
-3306.71081560189 3.38189557869993 0.590926271049353 0.0944631291390016 0.818583717511528 0.99 0.8
-3244.74552077636 14.361355864005 0.11857910230852 0.0886738281471243 0.810052136163532 0.99 0.8
-3730.19756368086 0.00259806565046336 3.83086048156307 4.7340845007197 0.00930769391513516 0.99 0.8
-3309.56038377483 6.33800199629934 0.34863589169614 0.0923591395692306 0.768761321471134 0.99 0.8
-3362.33510103875 10.860666266363 1.15619484490228 0.102584088208021 0.898380460727235 0.99 0.8
-3729.99031633446 0.00191427453908384 0.875954071868817 116.834077492827 0.0115058358226528 0.99 0.8
-3268.33013683704 1.83543913167817 0.155483911865705 0.0868823936158309 0.701006670118354 0.99 0.8
-3174.25382219393 12.3506241730993 0.620870178863831 0.0859578713316116 0.848284564239075 0.99 0.8
-3141.86069954172 12.9788706280502 0.221590366371419 0.0863999625524946 0.896564378680392 0.99 0.8
-3729.92807723264 0.00302347171976995 0.73771116955649 11.8630474901339 0.0110064288838987 0.99 0.8
-3722.54218326096 0.000710366933839822 0.942406346917957 56.6900373654598 0.689638983340412 0.99 0.8
-3729.85476684678 0.00119939403198013 1.2654344062733 15.6851490942676 0.0114534080450436 0.99 0.8
-3730.00307977727 0.00233679850076545 0.0740774110171421 10.0707065154852 0.010833898499018 0.99 0.8
-3030.28887916855 8.44015733217191 1.54267937386856 0.081276326508901 0.857725295508331 0.99 0.8
-3722.54303591709 0.000654487988015441 0.262116767393888 24.6915440399818 0.656295628267113 0.99 0.8
-3581.93714311934 0.00530361600985491 3.05605402010269 0.0973163374428104 0.021038922113902 0.99 0.8
-3337.99811577861 1.05532632259717 0.0591893158959357 0.0965650440266213 0.815880870221775 0.99 0.8
-3729.88775233031 0.00196945806821013 0.859031932280532 23.4630492809917 0.0115123794424358 0.99 0.8
-3730.03586408066 0.00217126359093058 0.483888433973071 8.40824336645737 0.0104113409882957 0.99 0.8
-3082.41588363855 12.6812131161106 0.126862009663762 0.0850099526467977 0.911358648312659 0.99 0.8
-3306.71081560189 3.38189557869993 0.590926271049353 0.0944631291390016 0.818583717511528 0.99 0.8
-3244.74552077636 14.361355864005 0.11857910230852 0.0886738281471243 0.810052136163532 0.99 0.8
-3730.19756368086 0.00259806565046336 3.83086048156307 4.7340845007197 0.00930769391513516 0.99 0.8
-3309.56038377483 6.33800199629934 0.34863589169614 0.0923591395692306 0.768761321471134 0.99 0.8
-3362.33510103875 10.860666266363 1.15619484490228 0.102584088208021 0.898380460727235 0.99 0.8
-3729.99031633446 0.00191427453908384 0.875954071868817 116.834077492827 0.0115058358226528 0.99 0.8
-3268.33013683704 1.83543913167817 0.155483911865705 0.0868823936158309 0.701006670118354 0.99 0.8
-3174.25382219393 12.3506241730993 0.620870178863831 0.0859578713316116 0.848284564239075 0.99 0.8
-3141.86069954172 12.9788706280502 0.221590366371419 0.0863999625524946 0.896564378680392 0.99 0.8
-3729.92807723264 0.00302347171976995 0.73771116955649 11.8630474901339 0.0110064288838987 0.99 0.8
-3722.54218326096 0.000710366933839822 0.942406346917957 56.6900373654598 0.689638983340412 0.99 0.8
-3729.85476684678 0.00119939403198013 1.2654344062733 15.6851490942676 0.0114534080450436 0.99 0.8
-3730.00307977727 0.00233679850076545 0.0740774110171421 10.0707065154852 0.010833898499018 0.99 0.8
-3030.28887916855 8.44015733217191 1.54267937386856 0.081276326508901 0.857725295508331 0.99 0.8
-3722.54303591709 0.000654487988015441 0.262116767393888 24.6915440399818 0.656295628267113 0.99 0.8
-3581.93714311934 0.00530361600985491 3.05605402010269 0.0973163374428104 0.021038922113902 0.99 0.8
-3337.99811577861 1.05532632259717 0.0591893158959357 0.0965650440266213 0.815880870221775 0.99 0.8
-3729.88775233031 0.00196945806821013 0.859031932280532 23.4630492809917 0.0115123794424358 0.99 0.8
-3730.03586408066 0.00217126359093058 0.483888433973071 8.40824336645737 0.0104113409882957 0.99 0.8
-3082.41588363855 12.6812131161106 0.126862009663762 0.0850099526467977 0.911358648312659 0.99 0.8
-3306.71081560189 3.38189557869993 0.590926271049353 0.0944631291390016 0.818583717511528 0.99 0.8
-3244.74552077636 14.361355864005 0.11857910230852 0.0886738281471243 0.810052136163532 0.99 0.8
-3730.19756368086 0.00259806565046336 3.83086048156307 4.7340845007197 0.00930769391513516 0.99 0.8
-3309.56038377483 6.33800199629934 0.34863589169614 0.0923591395692306 0.768761321471134 0.99 0.8
-3362.33510103875 10.860666266363 1.15619484490228 0.102584088208021 0.898380460727235 0.99 0.8
-3729.99031633446 0.00191427453908384 0.875954071868817 116.834077492827 0.0115058358226528 0.99 0.8
-3268.33013683704 1.83543913167817 0.155483911865705 0.0868823936158309 0.701006670118354 0.99 0.8
-3174.25382219393 12.3506241730993 0.620870178863831 0.0859578713316116 0.848284564239075 0.99 0.8
-3141.86069954172 12.9788706280502 0.221590366371419 0.0863999625524946 0.896564378680392 0.99 0.8
-3729.92807723264 0.00302347171976995 0.73771116955649 11.8630474901339 0.0110064288838987 0.99 0.8
-3722.54218326096 0.000710366933839822 0.942406346917957 56.6900373654598 0.689638983340412 0.99 0.8
-3729.85476684678 0.00119939403198013 1.2654344062733 15.6851490942676 0.0114534080450436 0.99 0.8
-3730.00307977727 0.00233679850076545 0.0740774110171421 10.0707065154852 0.010833898499018 0.99 0.8
-3030.28887916855 8.44015733217191 1.54267937386856 0.081276326508901 0.857725295508331 0.99 0.8
-3722.54303591709 0.000654487988015441 0.262116767393888 24.6915440399818 0.656295628267113 0.99 0.8
-3581.93714311934 0.00530361600985491 3.05605402010269 0.0973163374428104 0.021038922113902 0.99 0.8
-3337.99811577861 1.05532632259717 0.0591893158959357 0.0965650440266213 0.815880870221775 0.99 0.8
-3729.88775233031 0.00196945806821013 0.859031932280532 23.4630492809917 0.0115123794424358 0.99 0.8
-3730.03586408066 0.00217126359093058 0.483888433973071 8.40824336645737 0.0104113409882957 0.99 0.8
-3082.41588363855 12.6812131161106 0.126862009663762 0.0850099526467977 0.911358648312659 0.99 0.8
-3306.71081560189 3.38189557869993 0.590926271049353 0.0944631291390016 0.818583717511528 0.99 0.8
-3244.74552077636 14.361355864005 0.11857910230852 0.0886738281471243 0.810052136163532 0.99 0.8
-3730.19756368086 0.00259806565046336 3.83086048156307 4.7340845007197 0.00930769391513516 0.99 0.8
-3309.56038377483 6.33800199629934 0.34863589169614 0.0923591395692306 0.768761321471134 0.99 0.8
-3362.33510103875 10.860666266363 1.15619484490228 0.102584088208021 0.898380460727235 0.99 0.8
-3729.99031633446 0.00191427453908384 0.875954071868817 116.834077492827 0.0115058358226528 0.99 0.8
-3268.33013683704 1.83543913167817 0.155483911865705 0.0868823936158309 0.701006670118354 0.99 0.8
-3174.25382219393 12.3506241730993 0.620870178863831 0.0859578713316116 0.848284564239075 0.99 0.8
-3141.86069954172 12.9788706280502 0.221590366371419 0.0863999625524946 0.896564378680392 0.99 0.8
-3729.92807723264 0.00302347171976995 0.73771116955649 11.8630474901339 0.0110064288838987 0.99 0.8
-3722.54218326096 0.000710366933839822 0.942406346917957 56.6900373654598 0.689638983340412 0.99 0.8
-3729.85476684678 0.00119939403198013 1.2654344062733 15.6851490942676 0.0114534080450436 0.99 0.8
-3730.00307977727 0.00233679850076545 0.0740774110171421 10.0707065154852 0.010833898499018 0.99 0.8
-3030.28887916855 8.44015733217191 1.54267937386856 0.081276326508901 0.857725295508331 0.99 0.8
-3722.54303591709 0.000654487988015441 0.262116767393888 24.6915440399818 0.656295628267113 0.99 0.8
-3581.93714311934 0.00530361600985491 3.05605402010269 0.0973163374428104 0.021038922113902 0.99 0.8
-3337.99811577861 1.05532632259717 0.0591893158959357 0.0965650440266213 0.815880870221775 0.99 0.8
-3729.88775233031 0.00196945806821013 0.859031932280532 23.4630492809917 0.0115123794424358 0.99 0.8
-3730.03586408066 0.00217126359093058 0.483888433973071 8.40824336645737 0.0104113409882957 0.99 0.8
-3082.41588363855 12.6812131161106 0.126862009663762 0.0850099526467977 0.911358648312659 0.99 0.8
-3306.71081560189 3.38189557869993 0.590926271049353 0.0944631291390016 0.818583717511528 0.99 0.8
-3244.74552077636 14.361355864005 0.11857910230852 0.0886738281471243 0.810052136163532 0.99 0.8
-3730.19756368086 0.00259806565046336 3.83086048156307 4.7340845007197 0.00930769391513516 0.99 0.8
-3309.56038377483 6.33800199629934 0.34863589169614 0.0923591395692306 0.768761321471134 0.99 0.8
-3362.33510103875 10.860666266363 1.15619484490228 0.102584088208021 0.898380460727235 0.99 0.8
-3729.99031633446 0.00191427453908384 0.875954071868817 116.834077492827 0.0115058358226528 0.99 0.8
-3268.33013683704 1.83543913167817 0.155483911865705 0.0868823936158309 0.701006670118354 0.99 0.8
-3174.25382219393 12.3506241730993 0.620870178863831 0.0859578713316116 0.848284564239075 0.99 0.8
-3141.86069954172 12.9788706280502 0.221590366371419 0.0863999625524946 0.896564378680392 0.99 0.8
-3729.92807723264 0.00302347171976995 0.73771116955649 11.8630474901339 0.0110064288838987 0.99 0.8
-3722.54218326096 0.000710366933839822 0.942406346917957 56.6900373654598 0.689638983340412 0.99 0.8
-3729.85476684678 0.00119939403198013 1.2654344062733 15.6851490942676 0.0114534080450436 0.99 0.8
-3730.00307977727 0.00233679850076545 0.0740774110171421 10.0707065154852 0.010833898499018 0.99 0.8
-3030.28887916855 8.44015733217191 1.54267937386856 0.081276326508901 0.857725295508331 0.99 0.8
-3722.54303591709 0.000654487988015441 0.262116767393888 24.6915440399818 0.656295628267113 0.99 0.8
-3581.93714311934 0.00530361600985491 3.05605402010269 0.0973163374428104 0.021038922113902 0.99 0.8
-3337.99811577861 1.05532632259717 0.0591893158959357 0.0965650440266213 0.815880870221775 0.99 0.8
