Date,Close,Open,High,Low
2010/3/14,3293.87,3231.22,3296.41,3169.1
2010/3/7,3233.13,3268.4,3322.51,3232.12
2010/2/28,3259.76,3290.01,3345.91,3239.68
2010/2/21,3281.67,3248.95,3301.15,3152.93
2010/2/7,3251.28,3152.25,3253.2,3133.81
2010/1/31,3153.09,3198.23,3242.52,3094.57
2010/1/24,3204.16,3340.01,3372.43,3168.46
2010/1/17,3366.2,3471.78,3528.39,3293.19
2010/1/10,3482.74,3593.11,3594.53,3411.81
2010/1/3,3480.13,3592.47,3597.75,3426.7
2009/12/27,3575.68,3432.82,3579.52,3432.82
2009/12/20,3424.78,3386.33,3445.7,3296.29
2009/12/13,3391.74,3572.53,3623.27,3385.68
2009/12/6,3575.02,3644.62,3672.8,3543.42
2009/11/29,3643.49,3415.08,3646.26,3415.08
2009/11/22,3382.51,3636.53,3698.13,3367.29
2009/11/15,3631.01,3541.05,3658.21,3541.05
2009/11/8,3518.72,3487.11,3532.19,3445.36
2009/11/1,3483.02,3205.84,3506.03,3198.31
2009/10/25,3280.37,3421.7,3432.89,3239.01
2009/10/18,3413.25,3238.85,3436.39,3231.81
2009/10/11,3241.71,3181.58,3287.63,3140.5
2009/10/4,3163.71,3078.75,3164.03,3071.27
2009/9/27,3004.8,3066.37,3088.08,2923.93
2009/9/20,3058.53,3163.51,3237.22,2989.24
2009/9/13,3199.69,3248.35,3330.43,3170.96
2009/9/6,3238.13,3097.79,3253.45,3047.3
2009/8/30,3077.14,3003.54,3099.39,2795.49
2009/8/23,3046.78,3222.4,3241.52,3019.12
2009/8/16,3203.62,3283.44,3319.8,2982.22
2009/8/9,3344.46,3589.72,3613.46,3334.73
2009/8/2,3555.09,3754.22,3803.06,3539.7
2009/7/26,3734.62,3680.15,3765.59,3453.64
2009/7/19,3667.56,3532.52,3687.49,3515.53
2009/7/12,3519.81,3382.57,3543.02,3358.52
2009/7/5,3398.31,3333.1,3428.03,3261.32
2009/6/28,3327.14,3132.11,3327.67,3122.16
2009/6/21,3128.42,3106.39,3141.17,3028.45
2009/6/14,3080,2911.42,3086.72,2898.07
2009/6/7,2906.29,2937.64,3000.86,2883.32
2009/5/31,2939.31,2798.93,2975.18,2798.93
2009/5/24,2759.71,2684.21,2768.57,2675.28
2009/5/17,2740.68,2782.59,2849.64,2719.12
2009/5/10,2796.12,2808.14,2839.61,2699.95
2009/5/3,2789.22,2635.13,2800.22,2632.3
2009/4/26,2622.93,2566.92,2640.02,2485.8
2009/4/19,2572.89,2643.73,2713.3,2543.91
2009/4/12,2650.69,2621.98,2706.62,2619.37
2009/4/5,2595.53,2570.62,2597.06,2457.42
2009/3/29,2570.5,2501.31,2612.37,2423.57
2009/3/22,2498.93,2384.67,2516.38,2375.52
2009/3/15,2379.84,2197.25,2397.21,2180.05
2009/3/8,2205.42,2302.01,2333.98,2156.6
2009/3/1,2286.58,2123.37,2340.37,2100.64
2009/2/22,2140.49,2333.81,2419.53,2117.06
2009/2/15,2344.32,2421.19,2470.62,2259.59
2009/2/8,2399.07,2271.59,2402.44,2248.48
2009/2/1,2237.28,2052.44,2240.02,2029.72
2009/1/18,2032.68,2010.58,2054.33,1986.06
2009/1/11,1990.21,1911.74,2026.65,1873.63
2009/1/4,1918.37,1848.33,1959.25,1837.84
2008/12/28,1817.72,1852.41,1867.41,1813.73
2008/12/21,1862.1,2050.77,2055.37,1848.71
2008/12/14,2052.11,1991.55,2075.38,1919.87
2008/12/7,1960.38,2040.47,2107.6,1936.28
2008/11/30,2013.17,1823.77,2046.47,1799.84
2008/11/23,1829.92,1913.99,1969.02,1801.56
2008/11/16,1920.73,1934.74,1994.82,1823.27
2008/11/9,1943.65,1714.12,1943.65,1714.12
2008/11/2,1677.83,1648.56,1714.66,1606.73
2008/10/26,1663.66,1746.67,1746.67,1607.67
2008/10/19,1781.6,1828.41,1928.19,1769.11
2008/10/12,1833.26,1889.75,2060.49,1805.67
2008/10/5,1906.96,2206.56,2206.56,1881.67
2008/9/21,2243.66,2228.37,2258.42,2050.97
2008/9/14,2073.11,2050.32,2073.11,1804.77
2008/9/7,2077.85,2189.82,2198.76,2066.44
2008/8/31,2183.43,2372.64,2372.64,2172.94
2008/8/24,2391.64,2408.03,2439.91,2291.35
2008/8/17,2404.93,2451.31,2535.86,2273.89
2008/8/10,2447.61,2579.8,2580.72,2369.58
2008/8/3,2591.46,2816.94,2832.89,2581.81
2008/7/27,2840.79,2959.11,2997.6,2748.76
2008/7/20,2939.2,2792.83,2979.75,2780.28
2008/7/13,2815.46,2927.24,2997.67,2690.07
2008/7/6,2953.5,2747.61,3056.91,2747.61
2008/6/29,2741.85,2782.84,2834.27,2617.26
2008/6/22,2816.02,2798.43,3010.28,2770.99
2008/6/15,2849.67,2981.09,3012.99,2691.87
2008/6/8,2979.12,3344.45,3352.32,2975.66
2008/6/1,3489.5,3600.23,3650.48,3470.56
2008/5/25,3611.33,3643.01,3698,3533.47
2008/5/18,3675.15,3926.31,3946.44,3591.57
2008/5/11,3936.12,3804.99,4038.85,3766.58
2008/5/4,3878.92,4015.21,4075.57,3761.28
2008/4/27,3959.12,3740.95,3970.57,3702.02
2008/4/20,3803.07,3516.43,3915.84,3122.39
2008/4/13,3272.5,3699.14,3710.79,3248.53
2008/4/6,3783.73,3611.96,3935.33,3578.38
2008/3/30,3650.7,3802.21,3891.66,3457.62
2008/3/23,3918.16,4086.07,4103.57,3661.38
2008/3/16,4037.83,4138.88,4138.88,3658.04
2008/3/9,4157.87,4588.73,4588.77,4092.79
2008/3/2,4621.69,4648.73,4836.66,4519.74
2008/2/24,4674.55,4704.32,4722.64,4394.59
2008/2/17,4702.24,4875.22,5062.26,4649.81
2008/2/10,4813.31,4858.81,4913.32,4742.1
2008/2/3,4921.83,4695.55,4995.57,4695.55
2008/1/27,4571.94,5038.51,5038.51,4414.12
2008/1/20,5077.43,5424.64,5434.35,4708.39
2008/1/13,5414.47,5717.52,5756.92,5226.64
2008/1/6,5699.15,5480.44,5707.67,5455.5
2007/12/30,5483.65,5349.76,5499.09,5283.45
2007/12/23,5338.27,5142.16,5391.66,5129.6
2007/12/16,5101.85,4976.24,5103.77,4799
2007/12/9,4977.65,4961.67,5181.41,4800.24
2007/12/2,5041.35,4714.92,5041.78,4689.52
2007/11/25,4737.41,4931.6,4954.18,4619.51
2007/11/18,4856.16,5017.4,5135.25,4711.79
2007/11/11,5007.66,4916.82,5170.97,4795.43
2007/11/4,5040.52,5438.81,5494.62,4962.3
2007/10/28,5472.93,5428.68,5702.21,5428.68
2007/10/21,5394.81,5543.79,5644.97,5266.37
2007/10/14,5614.06,5761.87,5891.72,5563.78
2007/10/7,5737.22,5703.28,5796.28,5485.56
2007/9/23,5580.81,5481.38,5590.85,5338.04
2007/9/16,5468.1,5389.5,5533.53,5357.5
2007/9/9,5397.28,5226.74,5414,5059.46
2007/9/2,5294.8,5335.05,5448.84,5265.06
2007/8/26,5296.81,5250.62,5307.42,5136.61
2007/8/19,5217.58,4749.2,5231.15,4747.27
2007/8/12,4626.58,4724.52,4836.59,4616.97
2007/8/5,4726.68,4642.78,4779.14,4579.4
2007/7/29,4598.38,4305.18,4599.25,4271.06
2007/7/22,4307.14,4009.06,4325.93,4009.06
2007/7/15,3971.88,3824.91,3971.89,3650.25
2007/7/8,3820.12,3743.87,3852.93,3722.23
2007/7/1,3710.28,3746.18,3848.08,3475.27
2007/6/24,3764.08,4066.45,4105.99,3718.16
2007/6/17,4051.43,4178.76,4292.2,3970.35
2007/6/10,4099.38,3876.07,4146.52,3834.02
2007/6/3,3837.87,3804.96,3861.21,3246.73
2007/5/27,3803.95,4033.92,4168.53,3683.56
2007/5/20,3985.25,3650.8,3996.85,3643.08
2007/5/13,3776.63,3648.27,3805.21,3557.2
2007/5/6,3702.61,3643.81,3742.23,3556.61
2007/4/29,3558.71,3487.36,3568.68,3478.93
2007/4/22,3470.52,3330.8,3503.89,3330.8
2007/4/15,3289.28,3177.3,3311.98,3065.28
2007/4/8,3169.23,2988.38,3211.61,2988.38
2007/4/1,2972.01,2793.96,2977.46,2793.96
2007/3/25,2781.78,2725.4,2830.08,2689.11
2007/3/18,2716.27,2533.71,2740.28,2523.3
2007/3/11,2604.23,2612.96,2665.39,2546.65
2007/3/4,2611.39,2503.82,2643.81,2409.72
2007/2/25,2508.73,2679.26,2719.52,2413.33
2007/2/11,2676.74,2397.85,2717.57,2396.79
2007/2/4,2397.24,2282.77,2417.64,2198.9
2007/1/28,2298,2529.94,2599.45,2293.28
2007/1/21,2512.92,2424.82,2556.1,2356.98
2007/1/14,2396.09,2170.94,2396.09,2170.94
2007/1/7,2173.75,2072.01,2289.95,2071.72
2006/12/31,2072.88,2073.25,2139.49,2030.76
2006/12/24,2041.05,1898.82,2052.86,1898.82
2006/12/17,1895.64,1875.01,1945.47,1875.01
2006/12/10,1867.64,1705.91,1867.78,1705.91
2006/12/3,1711.58,1731.9,1820.72,1710
2006/11/26,1729.22,1632.66,1741.8,1604.82
2006/11/19,1636.58,1567.34,1642.81,1567.34
2006/11/12,1562.08,1498.06,1562.24,1453.26
2006/11/5,1504.06,1477.44,1535.2,1472
2006/10/29,1488.29,1436.66,1497.47,1428.33
2006/10/22,1439.05,1439.54,1460.45,1403.01
2006/10/15,1440.18,1432.31,1447.95,1410.67
2006/10/8,1430.88,1420.36,1443.5,1418.21
2006/9/24,1403.27,1372.81,1405.56,1351.18
2006/9/17,1374.85,1367.64,1393.53,1362.14
2006/9/10,1362.32,1331.89,1362.4,1319.21
2006/9/3,1332.15,1315.71,1348.28,1315.61
2006/8/27,1318.1,1298.46,1349.2,1298.36
2006/8/20,1295.44,1235.43,1301.75,1229.16
2006/8/13,1267.87,1275.14,1283.57,1239.9
2006/8/6,1275.65,1233.49,1277.97,1221.99
2006/7/30,1241.91,1338.04,1338.04,1239.38
2006/7/23,1341.39,1340.28,1380.8,1327.66
2006/7/16,1356.03,1354.14,1373.59,1329.18
2006/7/9,1357.13,1410.5,1430.94,1327.59
2006/7/2,1410.43,1398.74,1426.4,1377.22
2006/6/25,1393.96,1341.61,1408.79,1341.61
2006/6/18,1339.45,1306.26,1347,1294.9
2006/6/11,1318.01,1283.83,1318.02,1269.52
2006/6/4,1294.18,1391.46,1413.11,1286.9
2006/5/28,1390.12,1339.9,1411.78,1330.63
2006/5/21,1331.02,1366.32,1387.57,1277.33
2006/5/14,1366.1,1312.14,1387.4,1301.11
2006/5/7,1296.26,1179.58,1296.38,1179.58
2006/4/23,1172.35,1156.91,1173.88,1123.1
2006/4/16,1149.16,1120.19,1152.89,1114.53
2006/4/9,1118.61,1104.32,1126.09,1091.67
2006/4/2,1103.15,1061.96,1109.68,1061.96
2006/3/26,1061.09,1042.63,1074.04,1037.08
2006/3/19,1042.6,1024.5,1051.76,1019.65
2006/3/12,1024.02,1008.8,1029.81,1008.51
2006/3/5,1008.9,1041.66,1044.42,999.93
2006/2/26,1041.68,1055.95,1057.69,1029.56
2006/2/19,1049.44,1020.74,1049.69,1014.66
2006/2/12,1020.37,1034.38,1048.34,1015.99
2006/2/5,1032.34,1013.42,1038.5,1012.81
2006/1/22,1009.6,993.74,1009.65,989.34
2006/1/15,993.34,977.89,994.5,952.23
2006/1/8,978.81,971.09,988.11,963.39
2006/1/1,970.03,926.56,975.63,926.41
2005/12/25,923.45,916.67,934,915.12
2005/12/18,915.89,902.05,915.89,898.79
2005/12/11,902.56,887.06,904.01,880.74
2005/12/4,887.36,869.43,887.57,855.72
2005/11/27,869.94,883.24,886.74,866.37
2005/11/20,884.11,882.79,886.11,866.19
2005/11/13,882.24,864.08,886.58,847.49
2005/11/6,864.79,877.62,884.94,857.79
2005/10/30,878.36,866.62,885.68,862.69
2005/10/23,867.73,905.13,908.45,859.69
2005/10/16,904.41,903.27,907.88,889.57
2005/10/9,904.83,917.21,926.09,902.81
2005/9/25,917.39,915.84,921.13,901.38
2005/9/18,916.15,967.44,971.99,914.23
2005/9/11,967.5,949.78,970.96,945.4
2005/9/4,949.07,949.08,959.9,932.65
2005/8/28,947.87,928.34,947.92,911.5
2005/8/21,928.26,923.11,935.23,915.03
2005/8/14,923.04,937.71,959.34,910.08
2005/8/7,938.32,926.57,959.27,919.11
2005/7/31,923.8,887.72,923.81,885.85
2005/7/24,888.16,858.33,901,854.28
2005/7/17,859.69,839.22,867.16,829.28
2005/7/10,841,837.86,856.1,818.86
2005/7/3,829.49,855.32,856.74,827.23
2005/6/26,859.49,904.21,920.65,858.37
2005/6/19,898.3,881.62,906.48,872.56
2005/6/12,880.35,895,905.41,861.83
2005/6/5,894.56,816.73,925.37,807.78
2005/5/29,818.03,847.63,863.2,807.97
2005/5/22,849.51,880.28,880.28,848.4
2005/5/15,882.76,885.39,891.02,868.21
2005/5/8,887.54,934.65,937.39,875.58
2005/4/24,932.39,935.99,945.5,914.83
2005/4/17,939.1,970.91,970.91,934.96
2005/4/10,974.08,1003.88,1008.74,971.93
2005/4/3,1003.45,968.49,1003.7,948.95
2005/3/27,978.14,961.65,989.9,928.34
2005/3/20,962.96,977.3,983.18,948.53
2005/3/13,978.66,1027.18,1041.57,975.71
2005/3/6,1027.43,1024.48,1054.64,1016.93
2005/2/27,1023.67,1046.21,1048.28,1014.75
2005/2/20,1046.76,1006.69,1059.48,1006.69
2005/2/13,1006.05,1023.32,1033.25,1005.63
2005/1/30,1016.86,965.79,1021.03,952.74
2005/1/23,969.21,1001.85,1001.85,965.21
2005/1/16,982.6,979.11,984.27,943.44
2005/1/9,988.31,983.76,1006.46,979.79
2005/1/2,983.96,994.77,997.32,979.81
