DATE,WILL5000INDFC
2020-03-10,135.71
2020-03-11,128.77
2020-03-12,116.25
2020-03-13,126.71
2020-03-16,111.20
2020-03-17,117.57
2020-03-18,110.80
2020-03-19,112.36
2020-03-20,107.79
2020-03-23,104.90
2020-03-24,114.62
2020-03-25,116.19
2020-03-26,123.23
2020-03-27,119.10
2020-03-30,122.75
2020-03-31,121.01
2020-04-01,115.46
2020-04-02,117.76
2020-04-03,115.82
2020-04-06,124.00
2020-04-07,123.95
2020-04-08,128.35
2020-04-09,130.61
2020-04-10,.
2020-04-13,129.25
2020-04-14,133.15
2020-04-15,130.16
2020-04-16,130.85
2020-04-17,134.48
2020-04-20,132.26
2020-04-21,128.28
2020-04-22,131.22
2020-04-23,131.39
