DATE,price
2019/9/5,1542.6
2019/9/6,1504.95
2019/9/9,1509.95
2019/9/10,1494.6
2019/9/11,1493.65
2019/9/12,1502.95
2019/9/13,1506.3
2019/9/16,1502.05
2019/9/17,1499.3
2019/9/18,1502.2
2019/9/19,1498.4
2019/9/20,1504.1
2019/9/23,1519.5
2019/9/24,1520.25
2019/9/25,1530.85
2019/9/26,1507.05
2019/9/27,1496.15
2019/9/30,1487.6
2019/10/1,1466.1
2019/10/2,1484.05
2019/10/3,1504
2019/10/4,1509.5
2019/10/7,1502.15
2019/10/8,1500
2019/10/9,1503.4
2019/10/10,1508.2
2019/10/11,1498.35
2019/10/14,1494.2
2019/10/15,1494.75
2019/10/16,1482.55
2019/10/17,1484.45
2019/10/21,1490.85
2019/10/22,1487.45
2019/10/23,1494.25
2019/10/24,1488.85
2019/10/25,1504.65
2019/10/28,1505.05
2019/10/29,1492.75
2019/10/30,1490.15
2019/10/31,1506.4
2019/11/1,1509.85
2019/11/4,1509.2
2019/11/5,1504.6
2019/11/6,1488.55
2019/11/7,1484.1
2019/11/8,1466.85
2019/11/11,1465.5
2019/11/12,1455
2019/11/13,1463.45
2019/11/14,1467.65
2019/11/15,1465.6
2019/11/18,1458.4
2019/11/19,1464.9
2019/11/20,1475.7
2019/11/21,1468.9
2019/11/22,1471.3
2019/11/25,1459.45
2019/11/26,1457.65
2019/11/27,1459.8
2019/11/28,1457.55
2019/11/29,1456.35
2019/12/2,1457.5
2019/12/3,1470.4
2019/12/4,1475.85
2019/12/5,1474.6
2019/12/6,1474.85
2019/12/9,1463.6
2019/12/10,1464.45
2019/12/11,1468.05
2019/12/12,1474.7
2019/12/13,1470.6
2019/12/16,1477.4
2019/12/17,1478.4
2019/12/18,1478.9
2019/12/19,1474.4
2019/12/20,1476.9
2019/12/23,1483.95
2019/12/24,1490.85
2019/12/27,1510.6
2019/12/30,1511.5
2019/12/31,1523
2020/1/2,1520.55
2020/1/3,1547.4
2020/1/6,1576.85
2020/1/7,1566.5
2020/1/8,1582.85
2020/1/9,1547.85
2020/1/10,1548.8
2020/1/13,1550.35
2020/1/14,1544.95
2020/1/15,1551.9
2020/1/16,1555.2
2020/1/17,1556.5
2020/1/20,1559.25
2020/1/21,1556.25
2020/1/22,1558.1
2020/1/23,1554.05
2020/1/24,1561.85
2020/1/27,1583.45
2020/1/28,1579.6
2020/1/29,1571.2
2020/1/30,1580.4
2020/1/31,1580.85
2020/2/3,1578.85
2020/2/4,1571.2
2020/2/5,1552.2
2020/2/6,1564.75
2020/2/10,1574.05
2020/2/11,1567.7
2020/2/12,1566.75
2020/2/13,1575
2020/2/14,1576.35
2020/2/17,1580.3
2020/2/18,1588.2
2020/2/19,1609.5
2020/2/20,1610.35
2020/2/21,1633.7
2020/2/24,1682.35
2020/2/25,1655.9
2020/2/26,1647.95
2020/2/27,1646.6
2020/2/28,1626.35
