"logLik" "logLik_se" "Beta" "mu_IR" "rho" "mu_R1" "mu_R2"
-73.5902596921642 2.02263413320167 0.00482725445261827 1.90183413874852 0.912563144507604 0.332467532467532 0.554112554112554
