Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
05/23/2019,AQS,261619991,1,0.049,ppm,45,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
05/24/2019,AQS,261619991,1,0.038,ppm,35,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
05/25/2019,AQS,261619991,1,0.051,ppm,47,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
05/26/2019,AQS,261619991,1,0.034,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
05/27/2019,AQS,261619991,1,0.044,ppm,41,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
05/28/2019,AQS,261619991,1,0.041,ppm,38,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
05/29/2019,AQS,261619991,1,0.031,ppm,29,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
05/30/2019,AQS,261619991,1,0.038,ppm,35,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
05/31/2019,AQS,261619991,1,0.053,ppm,49,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/01/2019,AQS,261619991,1,0.041,ppm,38,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/02/2019,AQS,261619991,1,0.038,ppm,35,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/03/2019,AQS,261619991,1,0.038,ppm,35,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/04/2019,AQS,261619991,1,0.055,ppm,51,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/05/2019,AQS,261619991,1,0.055,ppm,51,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/06/2019,AQS,261619991,1,0.052,ppm,48,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/07/2019,AQS,261619991,1,0.057,ppm,58,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/08/2019,AQS,261619991,1,0.052,ppm,48,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/09/2019,AQS,261619991,1,0.043,ppm,40,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/10/2019,AQS,261619991,1,0.031,ppm,29,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/11/2019,AQS,261619991,1,0.055,ppm,51,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/12/2019,AQS,261619991,1,0.06,ppm,67,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/13/2019,AQS,261619991,1,0.039,ppm,36,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/14/2019,AQS,261619991,1,0.049,ppm,45,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/15/2019,AQS,261619991,1,0.041,ppm,38,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/16/2019,AQS,261619991,1,0.018,ppm,17,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/17/2019,AQS,261619991,1,0.035,ppm,32,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/18/2019,AQS,261619991,1,0.048,ppm,44,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/19/2019,AQS,261619991,1,0.055,ppm,51,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/20/2019,AQS,261619991,1,0.03,ppm,28,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/21/2019,AQS,261619991,1,0.034,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/22/2019,AQS,261619991,1,0.044,ppm,41,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/23/2019,AQS,261619991,1,0.054,ppm,50,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/24/2019,AQS,261619991,1,0.039,ppm,36,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/25/2019,AQS,261619991,1,0.055,ppm,51,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/26/2019,AQS,261619991,1,0.057,ppm,58,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/27/2019,AQS,261619991,1,0.059,ppm,64,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/28/2019,AQS,261619991,1,0.056,ppm,54,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/29/2019,AQS,261619991,1,0.058,ppm,61,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
06/30/2019,AQS,261619991,1,0.038,ppm,35,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/01/2019,AQS,261619991,1,0.056,ppm,54,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/02/2019,AQS,261619991,1,0.045,ppm,42,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/03/2019,AQS,261619991,1,0.044,ppm,41,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/04/2019,AQS,261619991,1,0.042,ppm,39,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/05/2019,AQS,261619991,1,0.046,ppm,43,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/06/2019,AQS,261619991,1,0.032,ppm,30,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/07/2019,AQS,261619991,1,0.035,ppm,32,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/08/2019,AQS,261619991,1,0.047,ppm,44,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/09/2019,AQS,261619991,1,0.066,ppm,87,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/10/2019,AQS,261619991,1,0.058,ppm,61,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/11/2019,AQS,261619991,1,0.048,ppm,44,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/12/2019,AQS,261619991,1,0.041,ppm,38,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/13/2019,AQS,261619991,1,0.055,ppm,51,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/14/2019,AQS,261619991,1,0.039,ppm,36,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/15/2019,AQS,261619991,1,0.057,ppm,58,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/16/2019,AQS,261619991,1,0.028,ppm,26,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/17/2019,AQS,261619991,1,0.042,ppm,39,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/18/2019,AQS,261619991,1,0.041,ppm,38,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/19/2019,AQS,261619991,1,0.037,ppm,34,Ann Arbor,14,82,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
7/20/2019,,,,0.04,,,,,,,,,,,,,,,
07/21/2019,AQS,261619991,1,0.035,ppm,32,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/22/2019,AQS,261619991,1,0.03,ppm,28,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/23/2019,AQS,261619991,1,0.032,ppm,30,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/24/2019,AQS,261619991,1,0.035,ppm,32,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/25/2019,AQS,261619991,1,0.046,ppm,43,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/26/2019,AQS,261619991,1,0.054,ppm,50,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/27/2019,AQS,261619991,1,0.055,ppm,51,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/28/2019,AQS,261619991,1,0.057,ppm,58,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/29/2019,AQS,261619991,1,0.041,ppm,38,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/30/2019,AQS,261619991,1,0.033,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
07/31/2019,AQS,261619991,1,0.039,ppm,36,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/01/2019,AQS,261619991,1,0.04,ppm,37,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/02/2019,AQS,261619991,1,0.045,ppm,42,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/03/2019,AQS,261619991,1,0.043,ppm,40,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/04/2019,AQS,261619991,1,0.04,ppm,37,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/05/2019,AQS,261619991,1,0.042,ppm,39,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/06/2019,AQS,261619991,1,0.046,ppm,43,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/07/2019,AQS,261619991,1,0.039,ppm,36,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/08/2019,AQS,261619991,1,0.037,ppm,34,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/09/2019,AQS,261619991,1,0.038,ppm,35,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/10/2019,AQS,261619991,1,0.036,ppm,33,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/11/2019,AQS,261619991,1,0.042,ppm,39,Ann Arbor,13,76,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
8/12/2019,,,,0.048,,,,,,,,,,,,,,,
08/13/2019,AQS,261619991,1,0.041,ppm,38,Ann Arbor,15,88,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/14/2019,AQS,261619991,1,0.037,ppm,34,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/15/2019,AQS,261619991,1,0.037,ppm,34,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/16/2019,AQS,261619991,1,0.039,ppm,36,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/17/2019,AQS,261619991,1,0.041,ppm,38,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/18/2019,AQS,261619991,1,0.039,ppm,36,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/19/2019,AQS,261619991,1,0.04,ppm,37,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/20/2019,AQS,261619991,1,0.044,ppm,41,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/21/2019,AQS,261619991,1,0.048,ppm,44,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/22/2019,AQS,261619991,1,0.032,ppm,30,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/23/2019,AQS,261619991,1,0.029,ppm,27,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/24/2019,AQS,261619991,1,0.027,ppm,25,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/25/2019,AQS,261619991,1,0.035,ppm,32,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/26/2019,AQS,261619991,1,0.032,ppm,30,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/27/2019,AQS,261619991,1,0.039,ppm,36,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/28/2019,AQS,261619991,1,0.034,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/29/2019,AQS,261619991,1,0.042,ppm,39,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/30/2019,AQS,261619991,1,0.038,ppm,35,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
08/31/2019,AQS,261619991,1,0.039,ppm,36,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/01/2019,AQS,261619991,1,0.025,ppm,23,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/02/2019,AQS,261619991,1,0.036,ppm,33,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/03/2019,AQS,261619991,1,0.036,ppm,33,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/04/2019,AQS,261619991,1,0.03,ppm,28,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/05/2019,AQS,261619991,1,0.038,ppm,35,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/06/2019,AQS,261619991,1,0.03,ppm,28,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/07/2019,AQS,261619991,1,0.033,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/08/2019,AQS,261619991,1,0.024,ppm,22,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/09/2019,AQS,261619991,1,0.027,ppm,25,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/10/2019,AQS,261619991,1,0.05,ppm,46,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/11/2019,AQS,261619991,1,0.046,ppm,43,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/12/2019,AQS,261619991,1,0.017,ppm,16,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/13/2019,AQS,261619991,1,0.037,ppm,34,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/14/2019,AQS,261619991,1,0.033,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/15/2019,AQS,261619991,1,0.034,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/16/2019,AQS,261619991,1,0.038,ppm,35,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/17/2019,AQS,261619991,1,0.044,ppm,41,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/18/2019,AQS,261619991,1,0.044,ppm,41,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/19/2019,AQS,261619991,1,0.052,ppm,48,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/20/2019,AQS,261619991,1,0.048,ppm,44,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/21/2019,AQS,261619991,1,0.032,ppm,30,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/22/2019,AQS,261619991,1,0.043,ppm,40,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/23/2019,AQS,261619991,1,0.035,ppm,32,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/24/2019,AQS,261619991,1,0.037,ppm,34,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/25/2019,AQS,261619991,1,0.041,ppm,38,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/26/2019,AQS,261619991,1,0.035,ppm,32,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/27/2019,AQS,261619991,1,0.038,ppm,35,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/28/2019,AQS,261619991,1,0.026,ppm,24,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/29/2019,AQS,261619991,1,0.018,ppm,17,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
09/30/2019,AQS,261619991,1,0.024,ppm,22,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/01/2019,AQS,261619991,1,0.035,ppm,32,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/02/2019,AQS,261619991,1,0.013,ppm,12,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/03/2019,AQS,261619991,1,0.018,ppm,17,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/04/2019,AQS,261619991,1,0.026,ppm,24,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/05/2019,AQS,261619991,1,0.03,ppm,28,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/06/2019,AQS,261619991,1,0.03,ppm,28,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/07/2019,AQS,261619991,1,0.032,ppm,30,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/08/2019,AQS,261619991,1,0.038,ppm,35,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/09/2019,AQS,261619991,1,0.036,ppm,33,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/10/2019,AQS,261619991,1,0.042,ppm,39,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/11/2019,AQS,261619991,1,0.027,ppm,25,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/12/2019,AQS,261619991,1,0.035,ppm,32,Ann Arbor,13,76,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/13/2019,AQS,261619991,1,0.038,ppm,35,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/14/2019,AQS,261619991,1,0.024,ppm,22,Ann Arbor,14,82,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/15/2019,AQS,261619991,1,0.037,ppm,34,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/16/2019,AQS,261619991,1,0.027,ppm,25,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/17/2019,AQS,261619991,1,0.027,ppm,25,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/18/2019,AQS,261619991,1,0.029,ppm,27,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/19/2019,AQS,261619991,1,0.036,ppm,33,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/20/2019,AQS,261619991,1,0.04,ppm,37,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
